rule	precision_at_K	recall_at_K	f1_at_K	rep	n	frac_tp	effect	hetero	fragile
S	0.76	0.76	0.76	45	12	0.3	mixed	True	0.0
q	0.6266666666666667	0.6266666666666667	0.6266666666666667	46	12	0.3	mixed	True	0.0
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	46	12	0.3	mixed	True	0.0
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	46	12	0.3	mixed	True	0.0
q	0.68	0.68	0.68	47	12	0.3	mixed	True	0.0
abs_d	0.66	0.66	0.66	47	12	0.3	mixed	True	0.0
S	0.6866666666666666	0.6866666666666666	0.6866666666666666	47	12	0.3	mixed	True	0.0
q	0.6466666666666666	0.6466666666666666	0.6466666666666666	48	12	0.3	mixed	True	0.0
abs_d	0.66	0.66	0.66	48	12	0.3	mixed	True	0.0
S	0.6666666666666666	0.6666666666666666	0.6666666666666666	48	12	0.3	mixed	True	0.0
q	0.7066666666666667	0.7066666666666667	0.7066666666666667	49	12	0.3	mixed	True	0.0
abs_d	0.7133333333333334	0.7133333333333334	0.7133333333333335	49	12	0.3	mixed	True	0.0
S	0.7066666666666667	0.7066666666666667	0.7066666666666667	49	12	0.3	mixed	True	0.0
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	0	12	0.3	mixed	True	0.25
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	0	12	0.3	mixed	True	0.25
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	0	12	0.3	mixed	True	0.25
q	0.56	0.56	0.56	1	12	0.3	mixed	True	0.25
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	1	12	0.3	mixed	True	0.25
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	1	12	0.3	mixed	True	0.25
q	0.56	0.56	0.56	2	12	0.3	mixed	True	0.25
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	2	12	0.3	mixed	True	0.25
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	2	12	0.3	mixed	True	0.25
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	3	12	0.3	mixed	True	0.25
abs_d	0.7066666666666667	0.7066666666666667	0.7066666666666667	3	12	0.3	mixed	True	0.25
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	3	12	0.3	mixed	True	0.25
q	0.5466666666666666	0.5466666666666666	0.5466666666666666	4	12	0.3	mixed	True	0.25
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	4	12	0.3	mixed	True	0.25
S	0.62	0.62	0.62	4	12	0.3	mixed	True	0.25
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	5	12	0.3	mixed	True	0.25
abs_d	0.68	0.68	0.68	5	12	0.3	mixed	True	0.25
S	0.6	0.6	0.6	5	12	0.3	mixed	True	0.25
q	0.56	0.56	0.56	6	12	0.3	mixed	True	0.25
abs_d	0.7066666666666667	0.7066666666666667	0.7066666666666667	6	12	0.3	mixed	True	0.25
S	0.62	0.62	0.62	6	12	0.3	mixed	True	0.25
q	0.5266666666666666	0.5266666666666666	0.5266666666666666	7	12	0.3	mixed	True	0.25
abs_d	0.66	0.66	0.66	7	12	0.3	mixed	True	0.25
S	0.6	0.6	0.6	7	12	0.3	mixed	True	0.25
q	0.5933333333333334	0.5933333333333334	0.5933333333333334	8	12	0.3	mixed	True	0.25
abs_d	0.7266666666666667	0.7266666666666667	0.7266666666666666	8	12	0.3	mixed	True	0.25
S	0.6733333333333333	0.6733333333333333	0.6733333333333333	8	12	0.3	mixed	True	0.25
q	0.54	0.54	0.54	9	12	0.3	mixed	True	0.25
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	9	12	0.3	mixed	True	0.25
S	0.6	0.6	0.6	9	12	0.3	mixed	True	0.25
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	10	12	0.3	mixed	True	0.25
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	10	12	0.3	mixed	True	0.25
S	0.6	0.6	0.6	10	12	0.3	mixed	True	0.25
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	11	12	0.3	mixed	True	0.25
abs_d	0.66	0.66	0.66	11	12	0.3	mixed	True	0.25
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	11	12	0.3	mixed	True	0.25
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	12	12	0.3	mixed	True	0.25
abs_d	0.6	0.6	0.6	12	12	0.3	mixed	True	0.25
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	12	12	0.3	mixed	True	0.25
q	0.58	0.58	0.58	13	12	0.3	mixed	True	0.25
abs_d	0.64	0.64	0.64	13	12	0.3	mixed	True	0.25
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	13	12	0.3	mixed	True	0.25
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	14	12	0.3	mixed	True	0.25
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	14	12	0.3	mixed	True	0.25
S	0.6	0.6	0.6	14	12	0.3	mixed	True	0.25
q	0.54	0.54	0.54	15	12	0.3	mixed	True	0.25
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	15	12	0.3	mixed	True	0.25
S	0.56	0.56	0.56	15	12	0.3	mixed	True	0.25
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	16	12	0.3	mixed	True	0.25
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	16	12	0.3	mixed	True	0.25
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	16	12	0.3	mixed	True	0.25
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	17	12	0.3	mixed	True	0.25
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	17	12	0.3	mixed	True	0.25
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	17	12	0.3	mixed	True	0.25
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	18	12	0.3	mixed	True	0.25
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	18	12	0.3	mixed	True	0.25
S	0.56	0.56	0.56	18	12	0.3	mixed	True	0.25
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	19	12	0.3	mixed	True	0.25
abs_d	0.68	0.68	0.68	19	12	0.3	mixed	True	0.25
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	19	12	0.3	mixed	True	0.25
q	0.58	0.58	0.58	20	12	0.3	mixed	True	0.25
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	20	12	0.3	mixed	True	0.25
S	0.64	0.64	0.64	20	12	0.3	mixed	True	0.25
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	21	12	0.3	mixed	True	0.25
abs_d	0.64	0.64	0.64	21	12	0.3	mixed	True	0.25
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	21	12	0.3	mixed	True	0.25
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	22	12	0.3	mixed	True	0.25
abs_d	0.68	0.68	0.68	22	12	0.3	mixed	True	0.25
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	22	12	0.3	mixed	True	0.25
q	0.56	0.56	0.56	23	12	0.3	mixed	True	0.25
abs_d	0.7	0.7	0.7	23	12	0.3	mixed	True	0.25
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	23	12	0.3	mixed	True	0.25
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	24	12	0.3	mixed	True	0.25
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	24	12	0.3	mixed	True	0.25
S	0.6466666666666666	0.6466666666666666	0.6466666666666666	24	12	0.3	mixed	True	0.25
q	0.56	0.56	0.56	25	12	0.3	mixed	True	0.25
abs_d	0.68	0.68	0.68	25	12	0.3	mixed	True	0.25
S	0.62	0.62	0.62	25	12	0.3	mixed	True	0.25
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	26	12	0.3	mixed	True	0.25
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	26	12	0.3	mixed	True	0.25
S	0.6	0.6	0.6	26	12	0.3	mixed	True	0.25
q	0.6133333333333333	0.6133333333333333	0.6133333333333333	27	12	0.3	mixed	True	0.25
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	27	12	0.3	mixed	True	0.25
S	0.64	0.64	0.64	27	12	0.3	mixed	True	0.25
q	0.54	0.54	0.54	28	12	0.3	mixed	True	0.25
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	28	12	0.3	mixed	True	0.25
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	28	12	0.3	mixed	True	0.25
q	0.56	0.56	0.56	29	12	0.3	mixed	True	0.25
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	29	12	0.3	mixed	True	0.25
S	0.64	0.64	0.64	29	12	0.3	mixed	True	0.25
q	0.56	0.56	0.56	30	12	0.3	mixed	True	0.25
abs_d	0.64	0.64	0.64	30	12	0.3	mixed	True	0.25
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	30	12	0.3	mixed	True	0.25
q	0.5	0.5	0.5	31	12	0.3	mixed	True	0.25
abs_d	0.66	0.66	0.66	31	12	0.3	mixed	True	0.25
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	31	12	0.3	mixed	True	0.25
q	0.6	0.6	0.6	32	12	0.3	mixed	True	0.25
abs_d	0.7133333333333334	0.7133333333333334	0.7133333333333335	32	12	0.3	mixed	True	0.25
S	0.64	0.64	0.64	32	12	0.3	mixed	True	0.25
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	33	12	0.3	mixed	True	0.25
abs_d	0.6933333333333334	0.6933333333333334	0.6933333333333334	33	12	0.3	mixed	True	0.25
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	33	12	0.3	mixed	True	0.25
q	0.6	0.6	0.6	34	12	0.3	mixed	True	0.25
abs_d	0.7666666666666667	0.7666666666666667	0.7666666666666667	34	12	0.3	mixed	True	0.25
S	0.6466666666666666	0.6466666666666666	0.6466666666666666	34	12	0.3	mixed	True	0.25
q	0.56	0.56	0.56	35	12	0.3	mixed	True	0.25
abs_d	0.7066666666666667	0.7066666666666667	0.7066666666666667	35	12	0.3	mixed	True	0.25
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	35	12	0.3	mixed	True	0.25
q	0.5	0.5	0.5	36	12	0.3	mixed	True	0.25
abs_d	0.66	0.66	0.66	36	12	0.3	mixed	True	0.25
S	0.58	0.58	0.58	36	12	0.3	mixed	True	0.25
q	0.54	0.54	0.54	37	12	0.3	mixed	True	0.25
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	37	12	0.3	mixed	True	0.25
S	0.58	0.58	0.58	37	12	0.3	mixed	True	0.25
q	0.56	0.56	0.56	38	12	0.3	mixed	True	0.25
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	38	12	0.3	mixed	True	0.25
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	38	12	0.3	mixed	True	0.25
q	0.52	0.52	0.52	39	12	0.3	mixed	True	0.25
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	39	12	0.3	mixed	True	0.25
S	0.56	0.56	0.56	39	12	0.3	mixed	True	0.25
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	40	12	0.3	mixed	True	0.25
abs_d	0.68	0.68	0.68	40	12	0.3	mixed	True	0.25
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	40	12	0.3	mixed	True	0.25
q	0.5266666666666666	0.5266666666666666	0.5266666666666666	41	12	0.3	mixed	True	0.25
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	41	12	0.3	mixed	True	0.25
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	41	12	0.3	mixed	True	0.25
q	0.5866666666666667	0.5866666666666667	0.5866666666666667	42	12	0.3	mixed	True	0.25
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	42	12	0.3	mixed	True	0.25
S	0.64	0.64	0.64	42	12	0.3	mixed	True	0.25
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	43	12	0.3	mixed	True	0.25
abs_d	0.68	0.68	0.68	43	12	0.3	mixed	True	0.25
S	0.6466666666666666	0.6466666666666666	0.6466666666666666	43	12	0.3	mixed	True	0.25
q	0.5466666666666666	0.5466666666666666	0.5466666666666666	44	12	0.3	mixed	True	0.25
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	44	12	0.3	mixed	True	0.25
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	44	12	0.3	mixed	True	0.25
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	45	12	0.3	mixed	True	0.25
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	45	12	0.3	mixed	True	0.25
S	0.6466666666666666	0.6466666666666666	0.6466666666666666	45	12	0.3	mixed	True	0.25
q	0.54	0.54	0.54	46	12	0.3	mixed	True	0.25
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	46	12	0.3	mixed	True	0.25
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	46	12	0.3	mixed	True	0.25
q	0.52	0.52	0.52	47	12	0.3	mixed	True	0.25
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	47	12	0.3	mixed	True	0.25
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	47	12	0.3	mixed	True	0.25
q	0.5466666666666666	0.5466666666666666	0.5466666666666666	48	12	0.3	mixed	True	0.25
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	48	12	0.3	mixed	True	0.25
S	0.62	0.62	0.62	48	12	0.3	mixed	True	0.25
q	0.5866666666666667	0.5866666666666667	0.5866666666666667	49	12	0.3	mixed	True	0.25
abs_d	0.7	0.7	0.7	49	12	0.3	mixed	True	0.25
S	0.62	0.62	0.62	49	12	0.3	mixed	True	0.25
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	0	12	0.3	mixed	True	0.5
abs_d	0.6933333333333334	0.6933333333333334	0.6933333333333334	0	12	0.3	mixed	True	0.5
S	0.62	0.62	0.62	0	12	0.3	mixed	True	0.5
q	0.48	0.48	0.48	1	12	0.3	mixed	True	0.5
abs_d	0.6	0.6	0.6	1	12	0.3	mixed	True	0.5
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	1	12	0.3	mixed	True	0.5
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	2	12	0.3	mixed	True	0.5
abs_d	0.7266666666666667	0.7266666666666667	0.7266666666666666	2	12	0.3	mixed	True	0.5
S	0.66	0.66	0.66	2	12	0.3	mixed	True	0.5
q	0.48	0.48	0.48	3	12	0.3	mixed	True	0.5
abs_d	0.7	0.7	0.7	3	12	0.3	mixed	True	0.5
S	0.58	0.58	0.58	3	12	0.3	mixed	True	0.5
q	0.4533333333333333	0.4533333333333333	0.4533333333333333	4	12	0.3	mixed	True	0.5
abs_d	0.7133333333333334	0.7133333333333334	0.7133333333333335	4	12	0.3	mixed	True	0.5
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	4	12	0.3	mixed	True	0.5
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	5	12	0.3	mixed	True	0.5
abs_d	0.6933333333333334	0.6933333333333334	0.6933333333333334	5	12	0.3	mixed	True	0.5
S	0.62	0.62	0.62	5	12	0.3	mixed	True	0.5
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	6	12	0.3	mixed	True	0.5
abs_d	0.72	0.72	0.72	6	12	0.3	mixed	True	0.5
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	6	12	0.3	mixed	True	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	7	12	0.3	mixed	True	0.5
abs_d	0.72	0.72	0.72	7	12	0.3	mixed	True	0.5
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	7	12	0.3	mixed	True	0.5
q	0.46	0.46	0.46	8	12	0.3	mixed	True	0.5
abs_d	0.66	0.66	0.66	8	12	0.3	mixed	True	0.5
S	0.6	0.6	0.6	8	12	0.3	mixed	True	0.5
q	0.46	0.46	0.46	9	12	0.3	mixed	True	0.5
abs_d	0.66	0.66	0.66	9	12	0.3	mixed	True	0.5
S	0.58	0.58	0.58	9	12	0.3	mixed	True	0.5
q	0.48	0.48	0.48	10	12	0.3	mixed	True	0.5
abs_d	0.68	0.68	0.68	10	12	0.3	mixed	True	0.5
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	10	12	0.3	mixed	True	0.5
q	0.44666666666666666	0.44666666666666666	0.44666666666666666	11	12	0.3	mixed	True	0.5
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	11	12	0.3	mixed	True	0.5
S	0.52	0.52	0.52	11	12	0.3	mixed	True	0.5
q	0.41333333333333333	0.41333333333333333	0.41333333333333333	12	12	0.3	mixed	True	0.5
abs_d	0.56	0.56	0.56	12	12	0.3	mixed	True	0.5
S	0.52	0.52	0.52	12	12	0.3	mixed	True	0.5
q	0.48	0.48	0.48	13	12	0.3	mixed	True	0.5
abs_d	0.7333333333333333	0.7333333333333333	0.7333333333333333	13	12	0.3	mixed	True	0.5
S	0.6466666666666666	0.6466666666666666	0.6466666666666666	13	12	0.3	mixed	True	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	14	12	0.3	mixed	True	0.5
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	14	12	0.3	mixed	True	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	14	12	0.3	mixed	True	0.5
q	0.48	0.48	0.48	15	12	0.3	mixed	True	0.5
abs_d	0.6933333333333334	0.6933333333333334	0.6933333333333334	15	12	0.3	mixed	True	0.5
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	15	12	0.3	mixed	True	0.5
q	0.46	0.46	0.46	16	12	0.3	mixed	True	0.5
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	16	12	0.3	mixed	True	0.5
S	0.52	0.52	0.52	16	12	0.3	mixed	True	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	17	12	0.3	mixed	True	0.5
abs_d	0.7	0.7	0.7	17	12	0.3	mixed	True	0.5
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	17	12	0.3	mixed	True	0.5
q	0.5	0.5	0.5	18	12	0.3	mixed	True	0.5
abs_d	0.72	0.72	0.72	18	12	0.3	mixed	True	0.5
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	18	12	0.3	mixed	True	0.5
q	0.44	0.44	0.44	19	12	0.3	mixed	True	0.5
abs_d	0.66	0.66	0.66	19	12	0.3	mixed	True	0.5
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	19	12	0.3	mixed	True	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	20	12	0.3	mixed	True	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	20	12	0.3	mixed	True	0.5
S	0.58	0.58	0.58	20	12	0.3	mixed	True	0.5
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	21	12	0.3	mixed	True	0.5
abs_d	0.66	0.66	0.66	21	12	0.3	mixed	True	0.5
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	21	12	0.3	mixed	True	0.5
q	0.44	0.44	0.44	22	12	0.3	mixed	True	0.5
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	22	12	0.3	mixed	True	0.5
S	0.47333333333333333	0.47333333333333333	0.47333333333333333	22	12	0.3	mixed	True	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	23	12	0.3	mixed	True	0.5
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	23	12	0.3	mixed	True	0.5
S	0.52	0.52	0.52	23	12	0.3	mixed	True	0.5
q	0.4533333333333333	0.4533333333333333	0.4533333333333333	24	12	0.3	mixed	True	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	24	12	0.3	mixed	True	0.5
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	24	12	0.3	mixed	True	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	25	12	0.3	mixed	True	0.5
abs_d	0.64	0.64	0.64	25	12	0.3	mixed	True	0.5
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	25	12	0.3	mixed	True	0.5
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	26	12	0.3	mixed	True	0.5
abs_d	0.7	0.7	0.7	26	12	0.3	mixed	True	0.5
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	26	12	0.3	mixed	True	0.5
q	0.4266666666666667	0.4266666666666667	0.42666666666666675	27	12	0.3	mixed	True	0.5
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	27	12	0.3	mixed	True	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	27	12	0.3	mixed	True	0.5
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	28	12	0.3	mixed	True	0.5
abs_d	0.66	0.66	0.66	28	12	0.3	mixed	True	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	28	12	0.3	mixed	True	0.5
q	0.5266666666666666	0.5266666666666666	0.5266666666666666	29	12	0.3	mixed	True	0.5
abs_d	0.7333333333333333	0.7333333333333333	0.7333333333333333	29	12	0.3	mixed	True	0.5
S	0.6666666666666666	0.6666666666666666	0.6666666666666666	29	12	0.3	mixed	True	0.5
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	30	12	0.3	mixed	True	0.5
abs_d	0.7333333333333333	0.7333333333333333	0.7333333333333333	30	12	0.3	mixed	True	0.5
S	0.62	0.62	0.62	30	12	0.3	mixed	True	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	31	12	0.3	mixed	True	0.5
abs_d	0.66	0.66	0.66	31	12	0.3	mixed	True	0.5
S	0.58	0.58	0.58	31	12	0.3	mixed	True	0.5
q	0.4266666666666667	0.4266666666666667	0.42666666666666675	32	12	0.3	mixed	True	0.5
abs_d	0.66	0.66	0.66	32	12	0.3	mixed	True	0.5
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	32	12	0.3	mixed	True	0.5
q	0.46	0.46	0.46	33	12	0.3	mixed	True	0.5
abs_d	0.62	0.62	0.62	33	12	0.3	mixed	True	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	33	12	0.3	mixed	True	0.5
q	0.44	0.44	0.44	34	12	0.3	mixed	True	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	34	12	0.3	mixed	True	0.5
S	0.5133333333333333	0.5133333333333333	0.5133333333333333	34	12	0.3	mixed	True	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	35	12	0.3	mixed	True	0.5
abs_d	0.7	0.7	0.7	35	12	0.3	mixed	True	0.5
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	35	12	0.3	mixed	True	0.5
q	0.41333333333333333	0.41333333333333333	0.41333333333333333	36	12	0.3	mixed	True	0.5
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	36	12	0.3	mixed	True	0.5
S	0.56	0.56	0.56	36	12	0.3	mixed	True	0.5
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	37	12	0.3	mixed	True	0.5
abs_d	0.7533333333333333	0.7533333333333333	0.7533333333333333	37	12	0.3	mixed	True	0.5
S	0.62	0.62	0.62	37	12	0.3	mixed	True	0.5
q	0.46	0.46	0.46	38	12	0.3	mixed	True	0.5
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	38	12	0.3	mixed	True	0.5
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	38	12	0.3	mixed	True	0.5
q	0.4066666666666667	0.4066666666666667	0.4066666666666667	39	12	0.3	mixed	True	0.5
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	39	12	0.3	mixed	True	0.5
S	0.49333333333333335	0.49333333333333335	0.4933333333333334	39	12	0.3	mixed	True	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	40	12	0.3	mixed	True	0.5
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	40	12	0.3	mixed	True	0.5
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	40	12	0.3	mixed	True	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	41	12	0.3	mixed	True	0.5
abs_d	0.72	0.72	0.72	41	12	0.3	mixed	True	0.5
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	41	12	0.3	mixed	True	0.5
q	0.5	0.5	0.5	42	12	0.3	mixed	True	0.5
abs_d	0.7466666666666667	0.7466666666666667	0.7466666666666667	42	12	0.3	mixed	True	0.5
S	0.66	0.66	0.66	42	12	0.3	mixed	True	0.5
q	0.4533333333333333	0.4533333333333333	0.4533333333333333	43	12	0.3	mixed	True	0.5
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	43	12	0.3	mixed	True	0.5
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	43	12	0.3	mixed	True	0.5
q	0.44666666666666666	0.44666666666666666	0.44666666666666666	44	12	0.3	mixed	True	0.5
abs_d	0.62	0.62	0.62	44	12	0.3	mixed	True	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	44	12	0.3	mixed	True	0.5
q	0.4533333333333333	0.4533333333333333	0.4533333333333333	45	12	0.3	mixed	True	0.5
abs_d	0.66	0.66	0.66	45	12	0.3	mixed	True	0.5
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	45	12	0.3	mixed	True	0.5
q	0.44	0.44	0.44	46	12	0.3	mixed	True	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	46	12	0.3	mixed	True	0.5
S	0.5266666666666666	0.5266666666666666	0.5266666666666666	46	12	0.3	mixed	True	0.5
q	0.46	0.46	0.46	47	12	0.3	mixed	True	0.5
abs_d	0.6933333333333334	0.6933333333333334	0.6933333333333334	47	12	0.3	mixed	True	0.5
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	47	12	0.3	mixed	True	0.5
q	0.44	0.44	0.44	48	12	0.3	mixed	True	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	48	12	0.3	mixed	True	0.5
S	0.52	0.52	0.52	48	12	0.3	mixed	True	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	49	12	0.3	mixed	True	0.5
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	49	12	0.3	mixed	True	0.5
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	49	12	0.3	mixed	True	0.5
q	0.54	0.54	0.54	0	12	0.3	weak	False	0.0
abs_d	0.54	0.54	0.54	0	12	0.3	weak	False	0.0
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	0	12	0.3	weak	False	0.0
q	0.5933333333333334	0.5933333333333334	0.5933333333333334	1	12	0.3	weak	False	0.0
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	1	12	0.3	weak	False	0.0
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	1	12	0.3	weak	False	0.0
q	0.56	0.56	0.56	2	12	0.3	weak	False	0.0
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	2	12	0.3	weak	False	0.0
S	0.6	0.6	0.6	2	12	0.3	weak	False	0.0
q	0.6133333333333333	0.6133333333333333	0.6133333333333333	3	12	0.3	weak	False	0.0
abs_d	0.58	0.58	0.58	3	12	0.3	weak	False	0.0
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	3	12	0.3	weak	False	0.0
q	0.5	0.5	0.5	4	12	0.3	weak	False	0.0
abs_d	0.5333333333333333	0.5333333333333333	0.5333333333333333	4	12	0.3	weak	False	0.0
S	0.52	0.52	0.52	4	12	0.3	weak	False	0.0
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	5	12	0.3	weak	False	0.0
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	5	12	0.3	weak	False	0.0
