rule	precision_at_K	recall_at_K	f1_at_K	rep	n	frac_tp	effect	hetero	fragile
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	5	12	0.3	weak	False	0.0
q	0.5	0.5	0.5	6	12	0.3	weak	False	0.0
abs_d	0.5066666666666667	0.5066666666666667	0.5066666666666667	6	12	0.3	weak	False	0.0
S	0.49333333333333335	0.49333333333333335	0.4933333333333334	6	12	0.3	weak	False	0.0
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	7	12	0.3	weak	False	0.0
abs_d	0.56	0.56	0.56	7	12	0.3	weak	False	0.0
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	7	12	0.3	weak	False	0.0
q	0.54	0.54	0.54	8	12	0.3	weak	False	0.0
abs_d	0.5266666666666666	0.5266666666666666	0.5266666666666666	8	12	0.3	weak	False	0.0
S	0.54	0.54	0.54	8	12	0.3	weak	False	0.0
q	0.56	0.56	0.56	9	12	0.3	weak	False	0.0
abs_d	0.56	0.56	0.56	9	12	0.3	weak	False	0.0
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	9	12	0.3	weak	False	0.0
q	0.6066666666666667	0.6066666666666667	0.6066666666666667	10	12	0.3	weak	False	0.0
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	10	12	0.3	weak	False	0.0
S	0.6	0.6	0.6	10	12	0.3	weak	False	0.0
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	11	12	0.3	weak	False	0.0
abs_d	0.5133333333333333	0.5133333333333333	0.5133333333333333	11	12	0.3	weak	False	0.0
S	0.5133333333333333	0.5133333333333333	0.5133333333333333	11	12	0.3	weak	False	0.0
q	0.5266666666666666	0.5266666666666666	0.5266666666666666	12	12	0.3	weak	False	0.0
abs_d	0.5533333333333333	0.5533333333333333	0.5533333333333333	12	12	0.3	weak	False	0.0
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	12	12	0.3	weak	False	0.0
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	13	12	0.3	weak	False	0.0
abs_d	0.54	0.54	0.54	13	12	0.3	weak	False	0.0
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	13	12	0.3	weak	False	0.0
q	0.6	0.6	0.6	14	12	0.3	weak	False	0.0
abs_d	0.6	0.6	0.6	14	12	0.3	weak	False	0.0
S	0.6	0.6	0.6	14	12	0.3	weak	False	0.0
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	15	12	0.3	weak	False	0.0
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	15	12	0.3	weak	False	0.0
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	15	12	0.3	weak	False	0.0
q	0.58	0.58	0.58	16	12	0.3	weak	False	0.0
abs_d	0.5733333333333334	0.5733333333333334	0.5733333333333334	16	12	0.3	weak	False	0.0
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	16	12	0.3	weak	False	0.0
q	0.6	0.6	0.6	17	12	0.3	weak	False	0.0
abs_d	0.6	0.6	0.6	17	12	0.3	weak	False	0.0
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	17	12	0.3	weak	False	0.0
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	18	12	0.3	weak	False	0.0
abs_d	0.6	0.6	0.6	18	12	0.3	weak	False	0.0
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	18	12	0.3	weak	False	0.0
q	0.54	0.54	0.54	19	12	0.3	weak	False	0.0
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	19	12	0.3	weak	False	0.0
S	0.56	0.56	0.56	19	12	0.3	weak	False	0.0
q	0.6133333333333333	0.6133333333333333	0.6133333333333333	20	12	0.3	weak	False	0.0
abs_d	0.64	0.64	0.64	20	12	0.3	weak	False	0.0
S	0.62	0.62	0.62	20	12	0.3	weak	False	0.0
q	0.54	0.54	0.54	21	12	0.3	weak	False	0.0
abs_d	0.56	0.56	0.56	21	12	0.3	weak	False	0.0
S	0.56	0.56	0.56	21	12	0.3	weak	False	0.0
q	0.5466666666666666	0.5466666666666666	0.5466666666666666	22	12	0.3	weak	False	0.0
abs_d	0.5466666666666666	0.5466666666666666	0.5466666666666666	22	12	0.3	weak	False	0.0
S	0.56	0.56	0.56	22	12	0.3	weak	False	0.0
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	23	12	0.3	weak	False	0.0
abs_d	0.54	0.54	0.54	23	12	0.3	weak	False	0.0
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	23	12	0.3	weak	False	0.0
q	0.54	0.54	0.54	24	12	0.3	weak	False	0.0
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	24	12	0.3	weak	False	0.0
S	0.56	0.56	0.56	24	12	0.3	weak	False	0.0
q	0.58	0.58	0.58	25	12	0.3	weak	False	0.0
abs_d	0.5666666666666667	0.5666666666666667	0.5666666666666667	25	12	0.3	weak	False	0.0
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	25	12	0.3	weak	False	0.0
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	26	12	0.3	weak	False	0.0
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	26	12	0.3	weak	False	0.0
S	0.56	0.56	0.56	26	12	0.3	weak	False	0.0
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	27	12	0.3	weak	False	0.0
abs_d	0.5666666666666667	0.5666666666666667	0.5666666666666667	27	12	0.3	weak	False	0.0
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	27	12	0.3	weak	False	0.0
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	28	12	0.3	weak	False	0.0
abs_d	0.52	0.52	0.52	28	12	0.3	weak	False	0.0
S	0.5066666666666667	0.5066666666666667	0.5066666666666667	28	12	0.3	weak	False	0.0
q	0.5933333333333334	0.5933333333333334	0.5933333333333334	29	12	0.3	weak	False	0.0
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	29	12	0.3	weak	False	0.0
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	29	12	0.3	weak	False	0.0
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	30	12	0.3	weak	False	0.0
abs_d	0.5933333333333334	0.5933333333333334	0.5933333333333334	30	12	0.3	weak	False	0.0
S	0.58	0.58	0.58	30	12	0.3	weak	False	0.0
q	0.5933333333333334	0.5933333333333334	0.5933333333333334	31	12	0.3	weak	False	0.0
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	31	12	0.3	weak	False	0.0
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	31	12	0.3	weak	False	0.0
q	0.5266666666666666	0.5266666666666666	0.5266666666666666	32	12	0.3	weak	False	0.0
abs_d	0.5466666666666666	0.5466666666666666	0.5466666666666666	32	12	0.3	weak	False	0.0
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	32	12	0.3	weak	False	0.0
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	33	12	0.3	weak	False	0.0
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	33	12	0.3	weak	False	0.0
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	33	12	0.3	weak	False	0.0
q	0.58	0.58	0.58	34	12	0.3	weak	False	0.0
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	34	12	0.3	weak	False	0.0
S	0.62	0.62	0.62	34	12	0.3	weak	False	0.0
q	0.52	0.52	0.52	35	12	0.3	weak	False	0.0
abs_d	0.5466666666666666	0.5466666666666666	0.5466666666666666	35	12	0.3	weak	False	0.0
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	35	12	0.3	weak	False	0.0
q	0.5466666666666666	0.5466666666666666	0.5466666666666666	36	12	0.3	weak	False	0.0
abs_d	0.5266666666666666	0.5266666666666666	0.5266666666666666	36	12	0.3	weak	False	0.0
S	0.56	0.56	0.56	36	12	0.3	weak	False	0.0
q	0.58	0.58	0.58	37	12	0.3	weak	False	0.0
abs_d	0.58	0.58	0.58	37	12	0.3	weak	False	0.0
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	37	12	0.3	weak	False	0.0
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	38	12	0.3	weak	False	0.0
abs_d	0.5733333333333334	0.5733333333333334	0.5733333333333334	38	12	0.3	weak	False	0.0
S	0.56	0.56	0.56	38	12	0.3	weak	False	0.0
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	39	12	0.3	weak	False	0.0
abs_d	0.5666666666666667	0.5666666666666667	0.5666666666666667	39	12	0.3	weak	False	0.0
S	0.56	0.56	0.56	39	12	0.3	weak	False	0.0
q	0.54	0.54	0.54	40	12	0.3	weak	False	0.0
abs_d	0.5666666666666667	0.5666666666666667	0.5666666666666667	40	12	0.3	weak	False	0.0
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	40	12	0.3	weak	False	0.0
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	41	12	0.3	weak	False	0.0
abs_d	0.56	0.56	0.56	41	12	0.3	weak	False	0.0
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	41	12	0.3	weak	False	0.0
q	0.5866666666666667	0.5866666666666667	0.5866666666666667	42	12	0.3	weak	False	0.0
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	42	12	0.3	weak	False	0.0
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	42	12	0.3	weak	False	0.0
q	0.56	0.56	0.56	43	12	0.3	weak	False	0.0
abs_d	0.54	0.54	0.54	43	12	0.3	weak	False	0.0
S	0.54	0.54	0.54	43	12	0.3	weak	False	0.0
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	44	12	0.3	weak	False	0.0
abs_d	0.6	0.6	0.6	44	12	0.3	weak	False	0.0
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	44	12	0.3	weak	False	0.0
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	45	12	0.3	weak	False	0.0
abs_d	0.56	0.56	0.56	45	12	0.3	weak	False	0.0
S	0.54	0.54	0.54	45	12	0.3	weak	False	0.0
q	0.5	0.5	0.5	46	12	0.3	weak	False	0.0
abs_d	0.5466666666666666	0.5466666666666666	0.5466666666666666	46	12	0.3	weak	False	0.0
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	46	12	0.3	weak	False	0.0
q	0.5466666666666666	0.5466666666666666	0.5466666666666666	47	12	0.3	weak	False	0.0
abs_d	0.5333333333333333	0.5333333333333333	0.5333333333333333	47	12	0.3	weak	False	0.0
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	47	12	0.3	weak	False	0.0
q	0.56	0.56	0.56	48	12	0.3	weak	False	0.0
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	48	12	0.3	weak	False	0.0
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	48	12	0.3	weak	False	0.0
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	49	12	0.3	weak	False	0.0
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	49	12	0.3	weak	False	0.0
S	0.56	0.56	0.56	49	12	0.3	weak	False	0.0
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	0	12	0.3	weak	False	0.25
abs_d	0.64	0.64	0.64	0	12	0.3	weak	False	0.25
S	0.56	0.56	0.56	0	12	0.3	weak	False	0.25
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	1	12	0.3	weak	False	0.25
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	1	12	0.3	weak	False	0.25
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	1	12	0.3	weak	False	0.25
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	2	12	0.3	weak	False	0.25
abs_d	0.5933333333333334	0.5933333333333334	0.5933333333333334	2	12	0.3	weak	False	0.25
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	2	12	0.3	weak	False	0.25
q	0.48	0.48	0.48	3	12	0.3	weak	False	0.25
abs_d	0.6	0.6	0.6	3	12	0.3	weak	False	0.25
S	0.5266666666666666	0.5266666666666666	0.5266666666666666	3	12	0.3	weak	False	0.25
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	4	12	0.3	weak	False	0.25
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	4	12	0.3	weak	False	0.25
S	0.6	0.6	0.6	4	12	0.3	weak	False	0.25
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	5	12	0.3	weak	False	0.25
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	5	12	0.3	weak	False	0.25
S	0.56	0.56	0.56	5	12	0.3	weak	False	0.25
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	6	12	0.3	weak	False	0.25
abs_d	0.64	0.64	0.64	6	12	0.3	weak	False	0.25
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	6	12	0.3	weak	False	0.25
q	0.52	0.52	0.52	7	12	0.3	weak	False	0.25
abs_d	0.64	0.64	0.64	7	12	0.3	weak	False	0.25
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	7	12	0.3	weak	False	0.25
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	8	12	0.3	weak	False	0.25
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	8	12	0.3	weak	False	0.25
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	8	12	0.3	weak	False	0.25
q	0.4266666666666667	0.4266666666666667	0.42666666666666675	9	12	0.3	weak	False	0.25
abs_d	0.5733333333333334	0.5733333333333334	0.5733333333333334	9	12	0.3	weak	False	0.25
S	0.48	0.48	0.48	9	12	0.3	weak	False	0.25
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	10	12	0.3	weak	False	0.25
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	10	12	0.3	weak	False	0.25
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	10	12	0.3	weak	False	0.25
q	0.5	0.5	0.5	11	12	0.3	weak	False	0.25
abs_d	0.6	0.6	0.6	11	12	0.3	weak	False	0.25
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	11	12	0.3	weak	False	0.25
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	12	12	0.3	weak	False	0.25
abs_d	0.64	0.64	0.64	12	12	0.3	weak	False	0.25
S	0.6	0.6	0.6	12	12	0.3	weak	False	0.25
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	13	12	0.3	weak	False	0.25
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	13	12	0.3	weak	False	0.25
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	13	12	0.3	weak	False	0.25
q	0.42	0.42	0.41999999999999993	14	12	0.3	weak	False	0.25
abs_d	0.54	0.54	0.54	14	12	0.3	weak	False	0.25
S	0.47333333333333333	0.47333333333333333	0.47333333333333333	14	12	0.3	weak	False	0.25
q	0.48	0.48	0.48	15	12	0.3	weak	False	0.25
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	15	12	0.3	weak	False	0.25
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	15	12	0.3	weak	False	0.25
q	0.52	0.52	0.52	16	12	0.3	weak	False	0.25
abs_d	0.66	0.66	0.66	16	12	0.3	weak	False	0.25
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	16	12	0.3	weak	False	0.25
q	0.4533333333333333	0.4533333333333333	0.4533333333333333	17	12	0.3	weak	False	0.25
abs_d	0.5933333333333334	0.5933333333333334	0.5933333333333334	17	12	0.3	weak	False	0.25
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	17	12	0.3	weak	False	0.25
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	18	12	0.3	weak	False	0.25
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	18	12	0.3	weak	False	0.25
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	18	12	0.3	weak	False	0.25
q	0.46	0.46	0.46	19	12	0.3	weak	False	0.25
abs_d	0.6	0.6	0.6	19	12	0.3	weak	False	0.25
S	0.54	0.54	0.54	19	12	0.3	weak	False	0.25
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	20	12	0.3	weak	False	0.25
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	20	12	0.3	weak	False	0.25
S	0.5266666666666666	0.5266666666666666	0.5266666666666666	20	12	0.3	weak	False	0.25
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	21	12	0.3	weak	False	0.25
abs_d	0.62	0.62	0.62	21	12	0.3	weak	False	0.25
S	0.56	0.56	0.56	21	12	0.3	weak	False	0.25
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	22	12	0.3	weak	False	0.25
abs_d	0.62	0.62	0.62	22	12	0.3	weak	False	0.25
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	22	12	0.3	weak	False	0.25
q	0.52	0.52	0.52	23	12	0.3	weak	False	0.25
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	23	12	0.3	weak	False	0.25
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	23	12	0.3	weak	False	0.25
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	24	12	0.3	weak	False	0.25
abs_d	0.62	0.62	0.62	24	12	0.3	weak	False	0.25
S	0.56	0.56	0.56	24	12	0.3	weak	False	0.25
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	25	12	0.3	weak	False	0.25
abs_d	0.5533333333333333	0.5533333333333333	0.5533333333333333	25	12	0.3	weak	False	0.25
S	0.54	0.54	0.54	25	12	0.3	weak	False	0.25
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	26	12	0.3	weak	False	0.25
abs_d	0.58	0.58	0.58	26	12	0.3	weak	False	0.25
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	26	12	0.3	weak	False	0.25
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	27	12	0.3	weak	False	0.25
abs_d	0.62	0.62	0.62	27	12	0.3	weak	False	0.25
S	0.58	0.58	0.58	27	12	0.3	weak	False	0.25
q	0.44	0.44	0.44	28	12	0.3	weak	False	0.25
abs_d	0.5666666666666667	0.5666666666666667	0.5666666666666667	28	12	0.3	weak	False	0.25
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	28	12	0.3	weak	False	0.25
q	0.4533333333333333	0.4533333333333333	0.4533333333333333	29	12	0.3	weak	False	0.25
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	29	12	0.3	weak	False	0.25
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	29	12	0.3	weak	False	0.25
q	0.5333333333333333	0.5333333333333333	0.5333333333333333	30	12	0.3	weak	False	0.25
abs_d	0.6	0.6	0.6	30	12	0.3	weak	False	0.25
S	0.58	0.58	0.58	30	12	0.3	weak	False	0.25
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	31	12	0.3	weak	False	0.25
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	31	12	0.3	weak	False	0.25
S	0.52	0.52	0.52	31	12	0.3	weak	False	0.25
q	0.48	0.48	0.48	32	12	0.3	weak	False	0.25
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	32	12	0.3	weak	False	0.25
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	32	12	0.3	weak	False	0.25
q	0.5	0.5	0.5	33	12	0.3	weak	False	0.25
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	33	12	0.3	weak	False	0.25
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	33	12	0.3	weak	False	0.25
q	0.48	0.48	0.48	34	12	0.3	weak	False	0.25
abs_d	0.5933333333333334	0.5933333333333334	0.5933333333333334	34	12	0.3	weak	False	0.25
S	0.54	0.54	0.54	34	12	0.3	weak	False	0.25
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	35	12	0.3	weak	False	0.25
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	35	12	0.3	weak	False	0.25
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	35	12	0.3	weak	False	0.25
q	0.4266666666666667	0.4266666666666667	0.42666666666666675	36	12	0.3	weak	False	0.25
abs_d	0.58	0.58	0.58	36	12	0.3	weak	False	0.25
S	0.47333333333333333	0.47333333333333333	0.47333333333333333	36	12	0.3	weak	False	0.25
q	0.48	0.48	0.48	37	12	0.3	weak	False	0.25
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	37	12	0.3	weak	False	0.25
S	0.54	0.54	0.54	37	12	0.3	weak	False	0.25
q	0.5	0.5	0.5	38	12	0.3	weak	False	0.25
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	38	12	0.3	weak	False	0.25
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	38	12	0.3	weak	False	0.25
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	39	12	0.3	weak	False	0.25
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	39	12	0.3	weak	False	0.25
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	39	12	0.3	weak	False	0.25
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	40	12	0.3	weak	False	0.25
abs_d	0.58	0.58	0.58	40	12	0.3	weak	False	0.25
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	40	12	0.3	weak	False	0.25
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	41	12	0.3	weak	False	0.25
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	41	12	0.3	weak	False	0.25
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	41	12	0.3	weak	False	0.25
q	0.4866666666666667	0.4866666666666667	0.4866666666666667	42	12	0.3	weak	False	0.25
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	42	12	0.3	weak	False	0.25
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	42	12	0.3	weak	False	0.25
q	0.43333333333333335	0.43333333333333335	0.43333333333333335	43	12	0.3	weak	False	0.25
abs_d	0.5466666666666666	0.5466666666666666	0.5466666666666666	43	12	0.3	weak	False	0.25
S	0.49333333333333335	0.49333333333333335	0.4933333333333334	43	12	0.3	weak	False	0.25
q	0.4066666666666667	0.4066666666666667	0.4066666666666667	44	12	0.3	weak	False	0.25
abs_d	0.56	0.56	0.56	44	12	0.3	weak	False	0.25
S	0.54	0.54	0.54	44	12	0.3	weak	False	0.25
q	0.5266666666666666	0.5266666666666666	0.5266666666666666	45	12	0.3	weak	False	0.25
abs_d	0.64	0.64	0.64	45	12	0.3	weak	False	0.25
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	45	12	0.3	weak	False	0.25
q	0.46	0.46	0.46	46	12	0.3	weak	False	0.25
abs_d	0.5933333333333334	0.5933333333333334	0.5933333333333334	46	12	0.3	weak	False	0.25
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	46	12	0.3	weak	False	0.25
q	0.48	0.48	0.48	47	12	0.3	weak	False	0.25
abs_d	0.5733333333333334	0.5733333333333334	0.5733333333333334	47	12	0.3	weak	False	0.25
S	0.5266666666666666	0.5266666666666666	0.5266666666666666	47	12	0.3	weak	False	0.25
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	48	12	0.3	weak	False	0.25
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	48	12	0.3	weak	False	0.25
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	48	12	0.3	weak	False	0.25
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	49	12	0.3	weak	False	0.25
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	49	12	0.3	weak	False	0.25
S	0.58	0.58	0.58	49	12	0.3	weak	False	0.25
q	0.38	0.38	0.38	0	12	0.3	weak	False	0.5
abs_d	0.62	0.62	0.62	0	12	0.3	weak	False	0.5
S	0.54	0.54	0.54	0	12	0.3	weak	False	0.5
q	0.44	0.44	0.44	1	12	0.3	weak	False	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	1	12	0.3	weak	False	0.5
S	0.6	0.6	0.6	1	12	0.3	weak	False	0.5
q	0.3933333333333333	0.3933333333333333	0.3933333333333333	2	12	0.3	weak	False	0.5
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	2	12	0.3	weak	False	0.5
S	0.56	0.56	0.56	2	12	0.3	weak	False	0.5
q	0.43333333333333335	0.43333333333333335	0.43333333333333335	3	12	0.3	weak	False	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	3	12	0.3	weak	False	0.5
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	3	12	0.3	weak	False	0.5
q	0.4066666666666667	0.4066666666666667	0.4066666666666667	4	12	0.3	weak	False	0.5
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	4	12	0.3	weak	False	0.5
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	4	12	0.3	weak	False	0.5
q	0.44666666666666666	0.44666666666666666	0.44666666666666666	5	12	0.3	weak	False	0.5
abs_d	0.64	0.64	0.64	5	12	0.3	weak	False	0.5
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	5	12	0.3	weak	False	0.5
q	0.37333333333333335	0.37333333333333335	0.37333333333333335	6	12	0.3	weak	False	0.5
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	6	12	0.3	weak	False	0.5
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	6	12	0.3	weak	False	0.5
q	0.43333333333333335	0.43333333333333335	0.43333333333333335	7	12	0.3	weak	False	0.5
abs_d	0.6933333333333334	0.6933333333333334	0.6933333333333334	7	12	0.3	weak	False	0.5
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	7	12	0.3	weak	False	0.5
q	0.41333333333333333	0.41333333333333333	0.41333333333333333	8	12	0.3	weak	False	0.5
abs_d	0.62	0.62	0.62	8	12	0.3	weak	False	0.5
S	0.5133333333333333	0.5133333333333333	0.5133333333333333	8	12	0.3	weak	False	0.5
q	0.4266666666666667	0.4266666666666667	0.42666666666666675	9	12	0.3	weak	False	0.5
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	9	12	0.3	weak	False	0.5
