panel	gene_symbol	comparison	baseline_mean_diff	baseline_bh_q	n_loo_runs	sign_match_runs	sign_flip_runs	q05_retained_runs	q10_retained_runs
Oncology	KIR2DL3	PT2-PR2	0.083825	0.7922747266565211	10	10	0	0	0
Cardiometabolic	VASN	PT2-PR2	0.04759	0.7928828940840426	10	10	0	0	0
Cardiometabolic_II	NUDT15	PT2-PR2	0.091125	0.7928828940840426	10	9	1	0	0
Inflammation	SCRN1	PT2-PR2	0.196462	0.7928828940840426	10	9	1	0	0
Inflammation_II	PGLYRP2	PT2-PR2	0.02705	0.7928828940840426	10	9	1	0	0
Neurology	GBP4	PT2-PR2	0.0619444	0.7928828940840426	10	10	0	0	0
Neurology_II	AKR1B10	PT2-PR2	0.207675	0.7928828940840426	10	10	0	0	0
Neurology_II	TJP3	PT2-PR2	-0.140344	0.7928828940840426	10	10	0	0	0
Oncology_II	OGT	PT2-PR2	0.169811	0.7928828940840426	10	9	1	0	0
Oncology_II	PBK	PT2-PR2	0.126767	0.7928828940840426	10	9	1	0	0
Oncology_II	VPS28	PT2-PR2	-0.115144	0.7928828940840426	10	9	1	0	0
Neurology	MUC13	PT2-PR2	0.202756	0.7929590196195798	10	9	1	0	0
Neurology	SCARF2	PT2-PR2	0.03412	0.7929590196195798	10	10	0	0	0
Neurology_II	ARID3A	PT2-PR2	0.106078	0.7929590196195798	10	10	0	0	0
Cardiometabolic_II	SIL1	PT2-PR2	-0.03357	0.7933783537897178	10	10	0	0	0
Neurology	SSB	PT2-PR2	0.1446	0.7933783537897178	10	9	1	0	0
Oncology	ALPP	PT2-PR2	-0.0541667	0.7933783537897178	10	9	1	0	0
Inflammation_II	GCHFR	PT2-PR2	-0.04647	0.7938553680563735	10	10	0	0	0
Neurology_II	SYNGAP1	PT2-PR2	-0.109733	0.7938553680563735	10	9	1	0	0
Oncology_II	MCTS1	PT2-PR2	0.05933	0.7938553680563735	10	9	1	0	0
Inflammation_II	CFB	PT2-PR2	0.05201	0.7950454773775215	10	9	1	0	0
Cardiometabolic	NECTIN2	PT2-PR2	0.0367889	0.7968130153074372	10	10	0	0	0
Cardiometabolic_II	TOR1AIP1	PT2-PR2	0.12242	0.7968130153074372	10	10	0	0	0
Neurology_II	SEZ6	PT2-PR2	-0.082475	0.7982082405558899	10	9	1	0	0
Cardiometabolic	CLC	PT2-PR2	-0.0889889	0.7988743450571156	10	9	1	0	0
Inflammation	TNFRSF4	PT2-PR2	-0.03429	0.7995543347432	10	9	1	0	0
Cardiometabolic_II	LAMA1	PT2-PR2	-0.08205	0.8006087151358428	10	10	0	0	0
Oncology_II	FUT1	PT2-PR2	0.156311	0.8008243721695143	10	10	0	0	0
Neurology_II	LYPLA2	PT2-PR2	-0.103078	0.8015703096719983	10	10	0	0	0
Cardiometabolic	MPHOSPH8	PT2-PR2	0.176689	0.8016229101334497	10	10	0	0	0
Cardiometabolic_II	ITPR1	PT2-PR2	0.06426	0.8016229101334497	10	10	0	0	0
Cardiometabolic_II	LIPF	PT2-PR2	0.04461	0.8016229101334497	10	9	1	0	0
Inflammation	SULT2A1	PT2-PR2	-0.109825	0.8016229101334497	10	9	1	0	0
Neurology_II	BLOC1S2	PT2-PR2	-0.273767	0.8016229101334497	10	10	0	0	0
Neurology_II	DEFB116	PT2-PR2	-0.105178	0.8016229101334497	10	10	0	0	0
Neurology_II	PRND	PT2-PR2	0.03161	0.8016229101334497	10	10	0	0	0
Oncology	FAM3B	PT2-PR2	0.0319	0.8016229101334497	10	9	1	0	0
Oncology	PRKRA	PT2-PR2	0.16695	0.8016229101334497	10	9	1	0	0
Oncology	TMPRSS15	PT2-PR2	-0.0658111	0.8016229101334497	10	9	1	0	0
Oncology_II	ARHGAP5	PT2-PR2	0.121833	0.8016229101334497	10	9	1	0	0
Oncology_II	CEP350	PT2-PR2	-0.206044	0.8016229101334497	10	10	0	0	0
Oncology_II	ESPL1	PT2-PR2	0.117833	0.8016229101334497	10	10	0	0	0
Oncology_II	PCDH7	PT2-PR2	-0.0435	0.8016229101334497	10	9	1	0	0
Cardiometabolic_II	DMP1	PT2-PR2	-0.03089	0.8017270303006611	10	10	0	0	0
Inflammation	FASLG	PT2-PR2	-0.01622	0.8017270303006611	10	9	1	0	0
Inflammation	IL12B	PT2-PR2	0.0397	0.8017270303006611	10	10	0	0	0
Neurology	LXN	PT2-PR2	-0.0599222	0.8017270303006611	10	10	0	0	0
Cardiometabolic_II	KRT17	PT2-PR2	-0.1385	0.8036975489613205	10	10	0	0	0
Cardiometabolic_II	TPM3	PT2-PR2	-0.130725	0.8036975489613205	10	9	1	0	0
Neurology	ROBO2	PT2-PR2	0.0336	0.8036975489613205	10	9	1	0	0
Oncology_II	GIMAP8	PT2-PR2	-0.103278	0.8036975489613205	10	9	1	0	0
Oncology_II	TIGIT	PT2-PR2	-0.0998333	0.8036975489613205	10	10	0	0	0
Neurology_II	CLEC2L	PT2-PR2	-0.10875	0.8047133783655821	10	9	1	0	0
Cardiometabolic_II	VSIG10L	PT2-PR2	-0.106562	0.8050945599235438	10	10	0	0	0
Inflammation	ISM1	PT2-PR2	-0.06415	0.8050945599235438	10	9	1	0	0
Cardiometabolic_II	SKIV2L	PT2-PR2	0.1259	0.805094753553951	10	9	1	0	0
Neurology_II	NFIC	PT2-PR2	-0.0536222	0.805479008460396	10	9	1	0	0
Neurology_II	SPACA5_SPACA5B	PT2-PR2	-0.0693222	0.805479008460396	10	9	1	0	0
Oncology	MANSC1	PT2-PR2	0.0318889	0.805479008460396	10	10	0	0	0
Neurology	MMP9	PT2-PR2	-0.23488	0.8055872647917702	10	9	1	0	0
Oncology_II	ACRBP	PT2-PR2	-0.07325	0.8055872647917702	10	9	1	0	0
Neurology	TNFRSF1A	PT2-PR2	0.04567	0.806263168503121	10	10	0	0	0
Inflammation_II	PF4	PT2-PR2	0.27528	0.8065556613600019	10	9	1	0	0
Oncology	NPTN	PT2-PR2	-0.133725	0.8074984581398974	10	9	1	0	0
Oncology_II	THAP12	PT2-PR2	0.170044	0.8074984581398974	10	9	1	0	0
Cardiometabolic	DPP7	PT2-PR2	0.122078	0.8080700860769354	10	10	0	0	0
Inflammation	CCL3	PT2-PR2	0.0880375	0.8080700860769354	10	10	0	0	0
Inflammation_II	C5	PT2-PR2	-0.0239	0.8080700860769354	10	10	0	0	0
Neurology_II	KLRK1	PT2-PR2	0.10473	0.8080700860769354	10	9	1	0	0
Cardiometabolic	CEBPB	PT2-PR2	-0.0878222	0.8081335597150096	10	9	1	0	0
Cardiometabolic	EPHX2	PT2-PR2	0.0830444	0.8081335597150096	10	10	0	0	0
Cardiometabolic	HEBP1	PT2-PR2	-0.141233	0.8081335597150096	10	9	1	0	0
Cardiometabolic_II	SART1	PT2-PR2	0.118463	0.8081335597150096	10	9	1	0	0
Inflammation	CCL21	PT2-PR2	0.06005	0.8081335597150096	10	10	0	0	0
Inflammation	TNFSF10	PT2-PR2	-0.05094	0.8081335597150096	10	9	1	0	0
Inflammation_II	CAT	PT2-PR2	0.0578111	0.8081335597150096	10	9	1	0	0
Neurology	CARHSP1	PT2-PR2	0.0687667	0.8081335597150096	10	9	1	0	0
Neurology	TMSB10	PT2-PR2	0.10718	0.8081335597150096	10	10	0	0	0
Neurology	PAK4	PT2-PR2	0.100933	0.8089058576692796	10	9	1	0	0
Cardiometabolic	CCL27	PT2-PR2	0.199878	0.8096620063234375	10	9	1	0	0
Cardiometabolic	TFRC	PT2-PR2	0.04302	0.8096620063234375	10	10	0	0	0
Cardiometabolic_II	SLC51B	PT2-PR2	-0.0570875	0.8096620063234375	10	9	1	0	0
Inflammation	CLEC4G	PT2-PR2	0.0490875	0.8096620063234375	10	10	0	0	0
Neurology_II	FZD10	PT2-PR2	-0.165975	0.8096620063234375	10	10	0	0	0
Oncology	SFTPA2	PT2-PR2	0.074125	0.8096620063234375	10	9	1	0	0
Oncology_II	COL24A1	PT2-PR2	0.33371	0.8096620063234375	10	9	1	0	0
Neurology	FUT3_FUT5	PT2-PR2	0.0213	0.8111901421379824	10	10	0	0	0
Neurology_II	FGD3	PT2-PR2	0.174489	0.8111901421379824	10	10	0	0	0
Cardiometabolic_II	CYP24A1	PT2-PR2	0.058975	0.8123638630844247	10	9	1	0	0
Oncology	GCNT1	PT2-PR2	-0.0625333	0.8123638630844247	10	9	1	0	0
Oncology_II	FAM3D	PT2-PR2	0.05923	0.8123638630844247	10	8	2	0	0
Inflammation	IL17A	PT2-PR2	0.0950667	0.81289187988532	10	9	1	0	0
Oncology	CEP20	PT2-PR2	0.136788	0.8133045273668984	10	9	1	0	0
Oncology	FGFBP1	PT2-PR2	0.0347	0.8133045273668984	10	9	1	0	0
Neurology	SMARCA2	PT2-PR2	0.151389	0.8145674935678141	10	9	1	0	0
Neurology	VWC2	PT2-PR2	-0.0532556	0.8145674935678141	10	9	1	0	0
Neurology	ADAM8	PT2-PR2	0.05518	0.8149987101121716	10	10	0	0	0
Cardiometabolic	ITGB2	PT2-PR2	0.02186	0.8152068256948477	10	10	0	0	1
Cardiometabolic_II	SPESP1	PT2-PR2	0.06445	0.8152068256948477	10	9	1	0	0
Inflammation_II	PRSS22	PT2-PR2	0.03987	0.8152068256948477	10	9	1	0	0
Neurology	SPINT1	PT2-PR2	-0.01988	0.8152068256948477	10	9	1	0	0
Oncology	CDHR2	PT2-PR2	-0.0679667	0.8152068256948477	10	9	1	0	0
Inflammation_II	CASP9	PT2-PR2	0.10518	0.8155702931962823	10	10	0	0	0
Neurology	ANXA10	PT2-PR2	-0.0941333	0.8156186369044682	10	9	1	0	0
Inflammation	CD48	PT2-PR2	0.03095	0.8157822794051178	10	10	0	0	0
Inflammation	OSCAR	PT2-PR2	0.0391	0.8159957791399535	10	10	0	0	0
Inflammation_II	MENT	PT2-PR2	-0.0176	0.8159957791399535	10	10	0	0	0
Inflammation_II	TP53BP1	PT2-PR2	0.07704	0.8159957791399535	10	10	0	0	0
Neurology_II	PCARE	PT2-PR2	-0.0959444	0.8159957791399535	10	9	1	0	0
Oncology	RTN4R	PT2-PR2	-0.03331	0.8159957791399535	10	8	2	0	0
Oncology_II	SLK	PT2-PR2	0.112189	0.8159957791399535	10	10	0	0	0
Neurology_II	SEPTIN8	PT2-PR2	-0.04335	0.8161099383753627	10	9	1	0	0
Cardiometabolic	CCN3	PT2-PR2	-0.03722	0.8163298356494755	10	9	1	0	0
Cardiometabolic_II	PTPRZ1	PT2-PR2	0.0497	0.8163298356494755	10	10	0	0	0
Inflammation_II	ACP1	PT2-PR2	0.06663	0.8163298356494755	10	9	1	0	0
Inflammation_II	MRPS16	PT2-PR2	0.04576	0.8163298356494755	10	9	1	0	0
Neurology	FKBP4	PT2-PR2	0.0719556	0.8163298356494755	10	10	0	0	0
Neurology	PADI4	PT2-PR2	0.0879556	0.8163298356494755	10	9	1	0	0
Neurology_II	DIPK1C	PT2-PR2	-0.147487	0.8163298356494755	10	9	1	0	0
Oncology	CD5	PT2-PR2	0.03599	0.8163298356494755	10	10	0	0	0
Oncology	EPHA2	PT2-PR2	0.0394111	0.8163298356494755	10	9	1	0	0
Oncology	HAVCR1	PT2-PR2	0.02712	0.8163298356494755	10	10	0	0	0
Oncology	WFDC12	PT2-PR2	-0.08184	0.8163298356494755	10	9	1	0	0
Cardiometabolic_II	SAT1	PT2-PR2	0.119987	0.8182646291417913	10	10	0	0	0
Neurology	BAX	PT2-PR2	0.182589	0.8186088703868112	10	9	1	0	0
Cardiometabolic_II	NFYA	PT2-PR2	0.08025	0.8193866752624124	10	9	1	0	0
Inflammation	ARTN	PT2-PR2	0.158222	0.8193866752624124	10	9	1	0	0
Oncology_II	NEK7	PT2-PR2	-0.0539	0.8193866752624124	10	10	0	0	0
Cardiometabolic	SIRPA	PT2-PR2	-0.01963	0.8197714550433265	10	9	1	0	0
Neurology	NAAA	PT2-PR2	0.0500667	0.8201934518872944	10	10	0	0	0
Neurology	LIF	PT2-PR2	0.0919222	0.8213779081903841	10	9	1	0	0
Oncology	DPEP2	PT2-PR2	0.0719111	0.8213779081903841	10	9	1	0	0
Oncology_II	ADAM9	PT2-PR2	0.06676	0.8213779081903841	10	10	0	0	0
Oncology_II	SAP18	PT2-PR2	0.123256	0.8213779081903841	10	10	0	0	0
Cardiometabolic	DDC	PT2-PR2	0.0254111	0.8219488771019293	10	10	0	0	0
Neurology	CLSTN1	PT2-PR2	0.117678	0.8220710320580427	10	9	1	0	0
Inflammation_II	C1R	PT2-PR2	0.01747	0.8224982846757548	10	9	1	0	0
Inflammation_II	SERPINA3	PT2-PR2	0.01231	0.8224982846757548	10	10	0	0	0
Cardiometabolic	HYAL1	PT2-PR2	0.03585	0.8231538518962527	10	10	0	0	0
Cardiometabolic	IGFBP6	PT2-PR2	-0.02657	0.8231538518962527	10	9	1	0	0
Neurology	AFP	PT2-PR2	0.0486889	0.8231538518962527	10	9	1	0	0
Neurology_II	HNRNPUL1	PT2-PR2	0.0427889	0.8231538518962527	10	9	1	0	0
Oncology_II	LYZL2	PT2-PR2	0.0858	0.8239468874588325	10	9	1	0	0
Neurology	CLSPN	PT2-PR2	0.0629111	0.8246641921380342	10	10	0	0	0
Neurology_II	CHRM1	PT2-PR2	-0.130612	0.8246641921380342	10	9	1	0	0
Neurology_II	SCN2A	PT2-PR2	-0.131856	0.8246641921380342	10	9	1	0	0
Oncology	SRP14	PT2-PR2	0.153722	0.8246641921380342	10	10	0	0	0
Oncology_II	CWC15	PT2-PR2	-0.05599	0.8246641921380342	10	9	1	0	0
Inflammation_II	RELB	PT2-PR2	-0.06239	0.8275812788105897	10	9	1	0	0
Inflammation_II	RPA2	PT2-PR2	0.08744	0.8275812788105897	10	9	1	0	0
Neurology_II	PGM2	PT2-PR2	-0.100162	0.8275812788105897	10	9	1	0	0
Inflammation_II	F12	PT2-PR2	0.04032	0.8293993835276707	10	9	1	0	0
Cardiometabolic	ICAM2	PT2-PR2	0.03068	0.8294038487046788	10	10	0	0	1
Neurology	GGT1	PT2-PR2	0.03493	0.8294038487046788	10	9	1	0	0
Neurology_II	DGCR6	PT2-PR2	-0.0953778	0.8294038487046788	10	10	0	0	0
Neurology	GLB1	PT2-PR2	-0.0892444	0.8299296308334445	10	9	1	0	0
Neurology_II	KIF20B	PT2-PR2	-0.259467	0.8299296308334445	10	10	0	0	0
Neurology_II	SNRPB2	PT2-PR2	-0.04791	0.8299876019468739	10	8	2	0	0
Cardiometabolic	ACAN	PT2-PR2	-0.021	0.830493731885151	10	9	1	0	0
Neurology	ADGRB3	PT2-PR2	-0.0443889	0.8314729793927946	10	9	1	0	0
Oncology	S100A12	PT2-PR2	-0.195544	0.8314729793927946	10	9	1	0	0
Inflammation_II	AGT	PT2-PR2	0.0161222	0.8321358495002182	10	9	1	0	0
Neurology_II	LRP2	PT2-PR2	0.1069	0.8321358495002182	10	9	1	0	0
Cardiometabolic	MTPN	PT2-PR2	-0.124211	0.8333445459475451	10	10	0	0	0
Cardiometabolic_II	GOT1	PT2-PR2	0.06572	0.8333445459475451	10	9	1	0	0
Inflammation_II	FUOM	PT2-PR2	-0.02015	0.8333445459475451	10	8	2	0	0
Oncology_II	KIR2DS4	PT2-PR2	0.05328	0.8333445459475451	10	9	1	0	0
Oncology_II	VSIG10	PT2-PR2	-0.05437	0.8333445459475451	10	9	1	0	0
Cardiometabolic_II	ENO3	PT2-PR2	-0.04175	0.8358961528639766	10	10	0	0	0
Cardiometabolic_II	TNN	PT2-PR2	0.02787	0.8358961528639766	10	10	0	0	0
Inflammation_II	C1QTNF5	PT2-PR2	-0.02602	0.8358961528639766	10	10	0	0	0
Cardiometabolic	CRHR1	PT2-PR2	-0.0855333	0.8360194872315904	10	9	1	0	0
Inflammation	AMN	PT2-PR2	0.0891889	0.8360194872315904	10	9	1	0	0
Neurology	GFRA3	PT2-PR2	-0.0476778	0.8360194872315904	10	9	1	0	0
Cardiometabolic	GRK5	PT2-PR2	0.0970222	0.8364253421865057	10	10	0	0	0
Cardiometabolic	CCL14	PT2-PR2	0.08171	0.836461830934563	10	10	0	0	0
Cardiometabolic_II	CTLA4	PT2-PR2	-0.12421	0.8367123654075493	10	10	0	0	0
Oncology	EDA2R	PT2-PR2	0.03781	0.8367123654075493	10	10	0	0	0
Cardiometabolic_II	MANSC4	PT2-PR2	-0.0611625	0.8367393656308778	10	9	1	0	0
Inflammation_II	BLNK	PT2-PR2	0.08804	0.8367393656308778	10	8	2	0	0
Oncology	FLI1	PT2-PR2	0.101925	0.8367393656308778	10	9	1	0	0
Inflammation	IL3RA	PT2-PR2	-0.203811	0.8368310362740164	10	9	1	0	0
Inflammation_II	SERPINI1	PT2-PR2	-0.06655	0.8369396741234986	10	9	1	0	0
Neurology_II	HJV	PT2-PR2	-0.0952222	0.8370413556746089	10	10	0	0	0
Cardiometabolic	SERPINA11	PT2-PR2	0.0269	0.837803024442683	10	9	1	0	0
Neurology	NDRG1	PT2-PR2	-0.0413333	0.838202146906389	10	9	1	0	0
Cardiometabolic	NPDC1	PT2-PR2	-0.0442111	0.8389014977916057	10	9	1	0	0
Cardiometabolic_II	PALM3	PT2-PR2	0.0974	0.8389014977916057	10	9	1	0	0
Inflammation	IL5	PT2-PR2	-0.168189	0.8389014977916057	10	9	1	0	0
Oncology_II	PDCL2	PT2-PR2	0.0865778	0.8389014977916057	10	9	1	0	0
Oncology_II	VSIG2	PT2-PR2	-0.09483	0.8389014977916057	10	10	0	0	0
Inflammation	EGLN1	PT2-PR2	-0.0963375	0.8398089992408281	10	8	2	0	0
Neurology_II	CSPG5	PT2-PR2	-0.136578	0.8398089992408281	10	9	1	0	0
Inflammation	FCAR	PT2-PR2	0.037175	0.8400898433150942	10	9	1	0	0
Inflammation_II	C1QL2	PT2-PR2	0.0546	0.8400898433150942	10	9	1	0	0
Oncology	PDGFC	PT2-PR2	-0.0518125	0.8400898433150942	10	9	1	0	0
Oncology	UXS1	PT2-PR2	0.0618	0.8400898433150942	10	9	1	0	0
Neurology	CSF2RA	PT2-PR2	0.0358667	0.8404176714141491	10	10	0	0	0
Neurology_II	NAPRT	PT2-PR2	-0.04826	0.8404176714141491	10	9	1	0	0
Neurology_II	UROS	PT2-PR2	-0.141037	0.8404176714141491	10	8	2	0	0
Neurology_II	CTNNA1	PT2-PR2	-0.0537111	0.8406267646979255	10	9	1	0	0
Inflammation	TNFRSF11A	PT2-PR2	0.06465	0.841186575752431	10	9	1	0	0
Oncology_II	CD82	PT2-PR2	0.0768778	0.841186575752431	10	10	0	0	0
Neurology	ATP6V1F	PT2-PR2	0.0934222	0.8418182513758243	10	8	2	0	0
Neurology_II	LCN15	PT2-PR2	0.0497556	0.8418182513758243	10	10	0	0	0
Oncology	TP53	PT2-PR2	0.136838	0.8418182513758243	10	9	1	0	0
Cardiometabolic_II	IFNW1	PT2-PR2	0.058825	0.8419232766219514	10	9	1	0	0
Inflammation_II	CEMIP2	PT2-PR2	-0.0403	0.8419232766219514	10	10	0	0	0
Cardiometabolic	QPCT	PT2-PR2	0.02225	0.8424712558163315	10	10	0	1	1
Cardiometabolic_II	GBP6	PT2-PR2	-0.127375	0.8427335747764964	10	8	2	0	0
Cardiometabolic_II	LAMB1	PT2-PR2	0.02622	0.8427335747764964	10	9	1	0	0
Neurology	DKK1	PT2-PR2	0.13466	0.8427335747764964	10	10	0	0	1
Neurology	TPPP3	PT2-PR2	-0.0589889	0.8427335747764964	10	9	1	0	0
Cardiometabolic	MFAP5	PT2-PR2	0.03578	0.8432659569152515	10	9	1	0	0
Inflammation	CD83	PT2-PR2	0.0654	0.8432659569152515	10	9	1	0	0
Inflammation	IL10	PT2-PR2	-0.129044	0.8432659569152515	10	9	1	0	0
Inflammation_II	GLI2	PT2-PR2	-0.07178	0.8432659569152515	10	10	0	0	0
Inflammation_II	VNN1	PT2-PR2	0.0334	0.8432659569152515	10	10	0	0	0
Neurology	IDI2	PT2-PR2	-0.0663667	0.8432659569152515	10	9	1	0	0
Neurology_II	CCAR2	PT2-PR2	0.03617	0.8432659569152515	10	9	1	0	0
Cardiometabolic	AK1	PT2-PR2	-0.0800778	0.8439432132676477	10	9	1	0	0
Oncology	GPA33	PT2-PR2	0.0704	0.8442232296268586	10	8	2	0	0
Cardiometabolic	ENTPD6	PT2-PR2	0.0380556	0.8445117651049152	10	9	1	0	0
Cardiometabolic_II	CLEC4M	PT2-PR2	0.02752	0.8445117651049152	10	9	1	0	0
Inflammation_II	NEDD4L	PT2-PR2	0.07151	0.8445117651049152	10	9	1	0	0
Neurology_II	PNLIPRP1	PT2-PR2	0.06886	0.8445117651049152	10	9	1	0	0
Cardiometabolic	CNTN1	PT2-PR2	0.02197	0.8448002584323068	10	8	2	0	0
Cardiometabolic	TNNI3	PT2-PR2	-0.2306	0.8448002584323068	10	9	1	0	0
Cardiometabolic_II	BRDT	PT2-PR2	0.06595	0.8448002584323068	10	8	2	0	0
Cardiometabolic_II	PTGR1	PT2-PR2	0.04261	0.8448002584323068	10	9	1	0	0
Inflammation	COL9A1	PT2-PR2	-0.056375	0.8448002584323068	10	9	1	0	0
Inflammation	PREB	PT2-PR2	0.0770222	0.8448002584323068	10	9	1	0	0
Inflammation_II	IGLC2	PT2-PR2	0.01779	0.8448002584323068	10	9	1	0	0
Inflammation_II	VEGFB	PT2-PR2	-0.08922	0.8448002584323068	10	9	1	0	0
Neurology_II	MYLPF	PT2-PR2	-0.104125	0.8448002584323068	10	10	0	0	0
Oncology	SFTPA1	PT2-PR2	-0.052375	0.8448002584323068	10	8	2	0	0
Oncology_II	CYTH3	PT2-PR2	0.126167	0.8448002584323068	10	9	1	0	0
Oncology_II	GPIHBP1	PT2-PR2	0.1336	0.8448002584323068	10	9	1	0	0
Cardiometabolic_II	CBX2	PT2-PR2	0.0866625	0.8448632587024234	10	8	2	0	0
Cardiometabolic_II	CSRP3	PT2-PR2	-0.152387	0.8448632587024234	10	9	1	0	0
Cardiometabolic_II	LPP	PT2-PR2	0.0784	0.8448632587024234	10	9	1	0	0
Inflammation	CRLF1	PT2-PR2	0.02066	0.8448632587024234	10	8	2	0	0
Inflammation	VASH1	PT2-PR2	-0.0668875	0.8448632587024234	10	9	1	0	0
Inflammation_II	FCN1	PT2-PR2	0.118967	0.8448632587024234	10	9	1	0	0
Neurology	EREG	PT2-PR2	-0.195744	0.8448632587024234	10	9	1	0	0
Neurology_II	DYNLT1	PT2-PR2	-0.0763625	0.8448632587024234	10	9	1	0	0
Neurology_II	NT5C1A	PT2-PR2	0.06969	0.8448632587024234	10	8	2	0	0
Neurology_II	RBP1	PT2-PR2	-0.0928375	0.8448632587024234	10	8	2	0	0
Oncology	CCN4	PT2-PR2	-0.05863	0.8448632587024234	10	9	1	0	0
Oncology	DSG4	PT2-PR2	-0.0436	0.8448632587024234	10	9	1	0	0
Oncology	SEZ6L2	PT2-PR2	-0.0389778	0.8448632587024234	10	9	1	0	0
Oncology_II	CAPN3	PT2-PR2	0.05244	0.8448632587024234	10	9	1	0	0
Oncology_II	CHCHD6	PT2-PR2	-0.0414	0.8448632587024234	10	9	1	0	0
Cardiometabolic_II	B3GAT3	PT2-PR2	0.11115	0.8460788959800094	10	10	0	0	0
Cardiometabolic_II	GM2A	PT2-PR2	0.03315	0.8460788959800094	10	8	2	0	0
Neurology_II	FNDC1	PT2-PR2	0.05869	0.8460788959800094	10	9	1	0	0
Neurology_II	GAST	PT2-PR2	-0.08464	0.8460788959800094	10	10	0	0	0
Neurology_II	TDO2	PT2-PR2	-0.0658	0.8460788959800094	10	9	1	0	0
Oncology	SLITRK2	PT2-PR2	0.03113	0.8460788959800094	10	9	1	0	0
Oncology_II	CYB5A	PT2-PR2	-0.135911	0.8460788959800094	10	9	1	0	0
Oncology_II	ZNF75D	PT2-PR2	-0.151467	0.8460788959800094	10	9	1	0	0
Cardiometabolic_II	DDT	PT2-PR2	-0.05121	0.8466612775525664	10	9	1	0	0
Neurology	TIGAR	PT2-PR2	0.0919	0.8466612775525664	10	9	1	0	0
Neurology	CX3CL1	PT2-PR2	-0.0734333	0.8471182007235019	10	9	1	0	0
Cardiometabolic	CHIT1	PT2-PR2	-0.03634	0.8474157467012674	10	9	1	0	0
Inflammation_II	ADAMTS1	PT2-PR2	0.07591	0.8474157467012674	10	9	1	0	0
Neurology_II	FZD8	PT2-PR2	-0.121489	0.8478107380488429	10	8	2	0	0
Oncology_II	BTN1A1	PT2-PR2	-0.04715	0.8478107380488429	10	9	1	0	0
Oncology_II	PHLDB2	PT2-PR2	0.0872778	0.8478107380488429	10	8	2	0	0
Neurology_II	RNASEH2A	PT2-PR2	-0.0668444	0.8499871761451866	10	9	1	0	0
Inflammation	PNLIPRP2	PT2-PR2	-0.04183	0.8503803678560984	10	9	1	0	0
Neurology_II	PFDN6	PT2-PR2	0.149325	0.8511527764695758	10	10	0	0	0
Oncology_II	PTPRH	PT2-PR2	-0.05294	0.8511527764695758	10	9	1	0	0
Inflammation_II	SERPING1	PT2-PR2	-0.02086	0.8514328113524884	10	9	1	0	0
Oncology	HBEGF	PT2-PR2	0.12393	0.8514328113524884	10	10	0	0	0
Oncology	SEMA4C	PT2-PR2	0.0579556	0.8524647587758819	10	9	1	0	0
Cardiometabolic	RNASET2	PT2-PR2	0.03653	0.8526424992269838	10	9	1	0	0
Cardiometabolic_II	PRKD2	PT2-PR2	0.102975	0.8526424992269838	10	9	1	0	0
Inflammation_II	ANXA1	PT2-PR2	-0.0477	0.8526424992269838	10	9	1	0	0
Inflammation_II	ORM1	PT2-PR2	0.00991	0.8526424992269838	10	9	1	0	0
Neurology	IVD	PT2-PR2	-0.0837667	0.8526424992269838	10	9	1	0	0
Neurology_II	OSBPL2	PT2-PR2	-0.03791	0.8526424992269838	10	8	2	0	0
Oncology	MAGED1	PT2-PR2	-0.1064	0.8526424992269838	10	8	2	0	0
Cardiometabolic	TGM2	PT2-PR2	0.0870444	0.8526711405448547	10	8	2	0	0
Inflammation_II	TRAF3	PT2-PR2	-0.04678	0.8526711405448547	10	9	1	0	0
Neurology_II	AIDA	PT2-PR2	0.114787	0.8526711405448547	10	8	2	0	0
Cardiometabolic_II	TTN	PT2-PR2	-0.0680625	0.853725547313879	10	8	2	0	0
Inflammation	CD200R1	PT2-PR2	0.0248625	0.853725547313879	10	9	1	0	0
Neurology	TDGF1	PT2-PR2	-0.1763	0.8538422506610444	10	9	1	0	0
Oncology_II	DTNB	PT2-PR2	0.0531	0.8538422506610444	10	9	1	0	0
Oncology	ITGB7	PT2-PR2	0.02618	0.8540373627706626	10	9	1	0	0
Cardiometabolic	AKR1C4	PT2-PR2	0.111556	0.8543768357104381	10	9	1	0	0
Inflammation_II	CPOX	PT2-PR2	0.04718	0.8543768357104381	10	9	1	0	0
Oncology_II	CD101	PT2-PR2	-0.0253	0.8543768357104381	10	9	1	0	0
Inflammation	RAB6A	PT2-PR2	0.133487	0.8545204527815015	10	9	1	0	0
Inflammation_II	APOD	PT2-PR2	0.02364	0.8548271602423122	10	9	1	0	0
Inflammation_II	C9	PT2-PR2	-0.102267	0.8548271602423122	10	9	1	0	0
Inflammation	LGALS4	PT2-PR2	-0.03414	0.8548575128670243	10	9	1	0	0
Oncology_II	SLC9A3R2	PT2-PR2	-0.08658	0.8576240130942056	10	8	2	0	0
Inflammation_II	PROS1	PT2-PR2	-0.01695	0.8597447852465949	10	9	1	0	0
Neurology_II	DDX53	PT2-PR2	-0.111912	0.8599407998604025	10	9	1	0	0
Cardiometabolic	ADH4	PT2-PR2	0.0260778	0.8606368318951155	10	8	2	0	0
Neurology_II	MRPL28	PT2-PR2	-0.0604222	0.8606368318951155	10	9	1	0	0
Oncology	IL13RA1	PT2-PR2	0.0216556	0.8606368318951155	10	9	1	0	0
