panel	gene_symbol	comparison	baseline_mean_diff	baseline_bh_q	n_loo_runs	sign_match_runs	sign_flip_runs	q05_retained_runs	q10_retained_runs
Neurology_II	BLOC1S2	PT1-PR1	0.663325	0.31487407659015865	10	10	0	0	0
Neurology_II	COL28A1	PT1-PR1	0.337378	0.31487407659015865	10	10	0	0	0
Oncology_II	MAP2K1	PT1-PR1	0.52569	0.31487407659015865	10	10	0	0	0
Oncology_II	MORF4L1	PT1-PR1	0.367587	0.31487407659015865	10	10	0	0	0
Neurology	CCL2	PT1-PR1	-0.196344	0.31496776481036937	10	10	0	0	0
Inflammation_II	BMPER	PT1-PR1	0.11515	0.31620994933897356	10	10	0	0	0
Inflammation	SLAMF7	PT1-PR1	0.298475	0.3167716917376624	10	10	0	0	0
Oncology_II	EGFLAM	PT1-PR1	0.15373	0.3167716917376624	10	10	0	0	0
Cardiometabolic	FABP6	PT1-PR1	0.21985	0.31688616812810516	10	10	0	0	0
Oncology_II	OGA	PT1-PR1	0.34317	0.31688616812810516	10	10	0	0	0
Neurology	TBCB	PT1-PR1	0.896444	0.3176492638178648	10	10	0	0	0
Cardiometabolic	SDC4	PT1-PR1	0.41892	0.31838012626964723	10	10	0	0	0
Inflammation_II	STAT2	PT1-PR1	0.435975	0.31838012626964723	10	10	0	0	0
Neurology_II	BLOC1S3	PT1-PR1	0.24275	0.31891148200416924	10	10	0	0	0
Cardiometabolic	CXCL16	PT1-PR1	0.06583	0.31922484508837135	10	10	0	0	0
Neurology	GRN	PT1-PR1	0.07259	0.32065038461049544	10	10	0	0	0
Neurology	SIGLEC5	PT1-PR1	0.1789	0.32108653658785585	10	10	0	0	0
Cardiometabolic_II	POMC	PT1-PR1	0.445344	0.3213950298926833	10	10	0	0	0
Cardiometabolic_II	SPESP1	PT1-PR1	0.22871	0.3213950298926833	10	10	0	0	0
Neurology_II	ARHGEF10	PT1-PR1	0.46738	0.3213950298926833	10	10	0	0	0
Oncology	NT5E	PT1-PR1	0.10881	0.3213950298926833	10	10	0	0	0
Inflammation	B4GALT1	PT1-PR1	0.11495	0.3221117472892054	10	10	0	0	0
Cardiometabolic	F7	PT1-PR1	0.08069	0.32227342513243035	10	10	0	0	0
Inflammation	MLN	PT1-PR1	-0.343787	0.3230514571943113	10	10	0	0	0
Inflammation_II	ACP1	PT1-PR1	-0.234963	0.3230514571943113	10	10	0	0	0
Cardiometabolic	CEACAM8	PT1-PR1	0.2313	0.3232669105078119	10	10	0	0	0
Inflammation_II	C1QTNF5	PT1-PR1	0.167538	0.32487738713183417	10	10	0	0	0
Cardiometabolic	ANG	PT1-PR1	0.10538	0.3251111892965413	10	10	0	0	0
Inflammation_II	DDX4	PT1-PR1	-0.36145	0.3254380000518813	10	10	0	0	0
Cardiometabolic_II	NXPE4	PT1-PR1	-0.30846	0.32553354788557304	10	10	0	0	0
Oncology_II	TMEM106A	PT1-PR1	0.36697	0.32553354788557304	10	10	0	0	0
Cardiometabolic	TCN2	PT1-PR1	0.08492	0.3259208752316714	10	10	0	0	0
Cardiometabolic	ADGRG2	PT1-PR1	0.16555	0.32653440577707776	10	10	0	0	0
Cardiometabolic_II	NAA10	PT1-PR1	0.6159	0.32654441785895916	10	10	0	0	0
Cardiometabolic	TGFBI	PT1-PR1	0.09861	0.3291033865805761	10	10	0	0	0
Inflammation	IL18	PT1-PR1	0.15924	0.32918626561802716	10	10	0	0	0
Neurology_II	AKT2	PT1-PR1	0.67547	0.32918626561802716	10	10	0	0	0
Cardiometabolic	ENG	PT1-PR1	0.06232	0.3296238050186713	10	10	0	0	1
Inflammation_II	CFI	PT1-PR1	0.1439	0.3296238050186713	10	10	0	0	0
Neurology	ING1	PT1-PR1	-0.246844	0.3296238050186713	10	10	0	0	0
Neurology	XRCC4	PT1-PR1	0.237344	0.3296238050186713	10	10	0	0	0
Neurology_II	GFRAL	PT1-PR1	0.23012	0.3296238050186713	10	10	0	0	0
Neurology_II	NAA80	PT1-PR1	0.598556	0.3296238050186713	10	10	0	0	0
Neurology_II	SCRIB	PT1-PR1	0.50559	0.3296238050186713	10	10	0	0	0
Oncology_II	CAPN3	PT1-PR1	0.15384	0.3296238050186713	10	10	0	0	0
Inflammation	COL9A1	PT1-PR1	-0.148288	0.3297414940753737	10	10	0	0	0
Inflammation_II	AFM	PT1-PR1	0.14669	0.3300128141131273	10	10	0	0	0
Cardiometabolic	ICAM2	PT1-PR1	0.08011	0.33104379552189445	10	10	0	0	0
Cardiometabolic	ICAM5	PT1-PR1	0.17283	0.33104379552189445	10	10	0	0	0
Inflammation	NFATC1	PT1-PR1	0.530038	0.33104379552189445	10	10	0	0	0
Oncology	AKR1B1	PT1-PR1	0.44061	0.33104379552189445	10	10	0	0	0
Cardiometabolic	PDGFA	PT1-PR1	0.41894	0.3316495208313242	10	10	0	0	0
Cardiometabolic_II	MYBPC1	PT1-PR1	0.16415	0.3316495208313242	10	10	0	0	0
Cardiometabolic_II	MYL3	PT1-PR1	-0.173844	0.3316495208313242	10	10	0	0	0
Inflammation	MYO9B	PT1-PR1	0.50507	0.3316495208313242	10	10	0	0	0
Inflammation_II	ADIPOQ	PT1-PR1	0.21899	0.3316495208313242	10	10	0	0	0
Neurology	ENO1	PT1-PR1	0.6116	0.3316495208313242	10	10	0	0	0
Neurology	PLIN1	PT1-PR1	0.218156	0.3316495208313242	10	10	0	0	0
Oncology_II	C9orf40	PT1-PR1	-0.89772	0.3316495208313242	10	10	0	0	0
Oncology_II	CMIP	PT1-PR1	0.61322	0.3316495208313242	10	10	0	0	0
Neurology_II	DOC2B	PT1-PR1	0.3877	0.33189425303629405	10	10	0	0	0
Cardiometabolic	TFPI	PT1-PR1	0.09978	0.3320072698064521	10	10	0	0	0
Inflammation_II	PCBD1	PT1-PR1	-0.0576	0.33504366727209284	10	10	0	0	0
Inflammation	IL3RA	PT1-PR1	-0.20747	0.3351952019781536	10	10	0	0	0
Cardiometabolic_II	B3GAT3	PT1-PR1	-0.23599	0.33529431398618037	10	10	0	0	0
Inflammation	EIF5A	PT1-PR1	-0.37256	0.33529431398618037	10	10	0	0	0
Inflammation	TNFRSF11A	PT1-PR1	0.1065	0.33598932449496044	10	10	0	0	0
Cardiometabolic_II	CCER2	PT1-PR1	-0.219444	0.33681629263938623	10	10	0	0	0
Inflammation	REG4	PT1-PR1	0.14139	0.33681629263938623	10	10	0	0	0
Inflammation	SH2D1A	PT1-PR1	0.154162	0.33681629263938623	10	10	0	0	0
Inflammation_II	BNIP3L	PT1-PR1	0.486338	0.33681629263938623	10	10	0	0	0
Oncology	CD27	PT1-PR1	0.13976	0.33681629263938623	10	10	0	0	0
Cardiometabolic_II	ACSL1	PT1-PR1	0.20266	0.3372902320259335	10	10	0	0	0
Oncology	STX16	PT1-PR1	0.50485	0.3372902320259335	10	10	0	0	0
Oncology_II	TRIM58	PT1-PR1	0.57289	0.3372902320259335	10	10	0	0	0
Cardiometabolic_II	REXO2	PT1-PR1	-0.22071	0.3376898379052468	10	10	0	0	0
Cardiometabolic	DPT	PT1-PR1	0.09487	0.3384853663175607	10	10	0	0	0
Cardiometabolic_II	MYH9	PT1-PR1	0.82027	0.34020880062287584	10	10	0	0	0
Inflammation	SPRY2	PT1-PR1	0.29705	0.34020880062287584	10	10	0	0	0
Inflammation_II	OLFM4	PT1-PR1	0.23305	0.34020880062287584	10	10	0	0	0
Inflammation_II	SELL	PT1-PR1	0.14806	0.34072087310721577	10	10	0	0	0
Cardiometabolic_II	PSAP	PT1-PR1	0.23535	0.34265017339507525	10	10	0	0	0
Neurology	CALB2	PT1-PR1	0.221178	0.34445974533576107	10	10	0	0	0
Inflammation_II	NFAT5	PT1-PR1	0.761375	0.3446462138417988	10	10	0	0	0
Cardiometabolic_II	MAN1A2	PT1-PR1	0.113078	0.3464405951839334	10	10	0	0	0
Oncology	SUGT1	PT1-PR1	0.74341	0.3464405951839334	10	10	0	0	0
Inflammation_II	PPBP	PT1-PR1	0.61199	0.34798063169783966	10	10	0	0	0
Inflammation	LGALS9	PT1-PR1	0.08898	0.3482392696865071	10	10	0	0	0
Cardiometabolic	GP1BA	PT1-PR1	0.11674	0.34914948197787826	10	10	0	0	0
Inflammation	CCL22	PT1-PR1	0.18488	0.34914948197787826	10	10	0	0	1
Oncology_II	CEP152	PT1-PR1	0.30263	0.34914948197787826	10	10	0	0	0
Cardiometabolic	CD209	PT1-PR1	0.04865	0.35000896149157457	10	10	0	0	0
Cardiometabolic	AGXT	PT1-PR1	0.12161	0.35023773215875004	10	10	0	0	0
Oncology_II	EFCAB2	PT1-PR1	0.314138	0.35023773215875004	10	10	0	0	0
Cardiometabolic	NRP1	PT1-PR1	0.14743	0.36044994501633065	10	10	0	0	0
Neurology	TNFRSF10A	PT1-PR1	0.0769778	0.36099344616277457	10	10	0	0	0
Oncology	CD28	PT1-PR1	0.29182	0.36099344616277457	10	10	0	0	0
Cardiometabolic	VWF	PT1-PR1	-0.10075	0.361779265704067	10	10	0	0	0
Neurology	SLC27A4	PT1-PR1	0.461633	0.361779265704067	10	10	0	0	0
Inflammation_II	CPB2	PT1-PR1	0.1969	0.36190425947815835	10	10	0	0	0
Inflammation_II	CTSE	PT1-PR1	-0.169475	0.36190425947815835	10	10	0	0	0
Neurology_II	TXNDC9	PT1-PR1	0.2348	0.3627559278033133	10	10	0	0	0
Neurology_II	BCAT2	PT1-PR1	0.472638	0.3631437404635392	10	10	0	0	0
Cardiometabolic	COMT	PT1-PR1	0.51001	0.3632335129990919	10	10	0	0	0
Cardiometabolic	PLIN3	PT1-PR1	0.23139	0.3632335129990919	10	10	0	0	0
Oncology_II	SH3GL3	PT1-PR1	0.575975	0.3632335129990919	10	10	0	0	0
Neurology_II	SPTLC1	PT1-PR1	0.18057	0.3640822261578791	10	10	0	0	0
Oncology_II	RPE	PT1-PR1	0.376175	0.3648200325444098	10	10	0	0	0
Cardiometabolic_II	NIT2	PT1-PR1	0.70623	0.3661403459054302	10	10	0	0	0
Cardiometabolic_II	RBM19	PT1-PR1	0.36312	0.3661403459054302	10	10	0	0	0
Inflammation_II	RNASE4	PT1-PR1	0.27245	0.36749360342336906	10	10	0	0	0
Inflammation_II	GLRX5	PT1-PR1	0.386763	0.36916078553248977	10	10	0	0	0
Inflammation_II	DNAJB6	PT1-PR1	0.530875	0.3707294316010052	10	10	0	0	0
Oncology	HAVCR1	PT1-PR1	0.0692	0.3707294316010052	10	10	0	0	0
Cardiometabolic	NOTCH1	PT1-PR1	0.0636	0.3715236113337901	10	10	0	0	0
Cardiometabolic_II	DMD	PT1-PR1	0.369867	0.3715236113337901	10	10	0	0	0
Oncology	PFKFB2	PT1-PR1	0.38862	0.3715236113337901	10	10	0	0	0
Cardiometabolic	TSHB	PT1-PR1	-0.22221	0.37265949732681036	10	10	0	0	0
Inflammation	EPHA1	PT1-PR1	0.15096	0.37265949732681036	10	10	0	0	0
Inflammation_II	HMCN2	PT1-PR1	-0.0940625	0.37265949732681036	10	10	0	0	0
Neurology_II	DDX25	PT1-PR1	0.2681	0.37265949732681036	10	10	0	0	0
Oncology	ANGPT2	PT1-PR1	0.12352	0.37265949732681036	10	10	0	0	0
Inflammation	CCL11	PT1-PR1	-0.10448	0.373749454663433	10	10	0	0	0
Neurology	PAMR1	PT1-PR1	0.06484	0.373749454663433	10	10	0	0	0
Inflammation_II	TF	PT1-PR1	0.18067	0.3742482888035904	10	10	0	0	0
Cardiometabolic_II	GRHPR	PT1-PR1	0.48301	0.37428369485932145	10	10	0	0	0
Neurology	DARS1	PT1-PR1	0.659944	0.3744455459470576	10	10	0	0	0
Inflammation_II	CASP9	PT1-PR1	0.513563	0.37598051818741185	10	10	0	0	0
Cardiometabolic	AHCY	PT1-PR1	0.29309	0.3760346551265169	10	10	0	0	0
Cardiometabolic	MET	PT1-PR1	0.08802	0.3760346551265169	10	10	0	0	0
Cardiometabolic	PLTP	PT1-PR1	0.08401	0.3760346551265169	10	10	0	0	0
Cardiometabolic_II	CACNA1H	PT1-PR1	-0.19639	0.3760346551265169	10	10	0	0	0
Cardiometabolic_II	LILRA3	PT1-PR1	0.24496	0.3760346551265169	10	10	0	0	0
Cardiometabolic_II	NEB	PT1-PR1	-0.1256	0.3760346551265169	10	10	0	0	0
Cardiometabolic_II	PTGR1	PT1-PR1	0.21771	0.3760346551265169	10	10	0	0	0
Inflammation	ANGPT1	PT1-PR1	0.40578	0.3760346551265169	10	10	0	0	0
Inflammation_II	CD5L	PT1-PR1	0.22178	0.3760346551265169	10	10	0	0	0
Neurology	ATXN10	PT1-PR1	0.471478	0.3760346551265169	10	10	0	0	0
Neurology	BRK1	PT1-PR1	-0.418889	0.3760346551265169	10	10	0	0	0
Neurology	CHMP1A	PT1-PR1	0.576956	0.3760346551265169	10	10	0	0	0
Oncology	DCTN2	PT1-PR1	0.6487	0.3760346551265169	10	10	0	0	0
Oncology	TEK	PT1-PR1	0.08813	0.3760346551265169	10	10	0	0	0
Oncology_II	BCL7B	PT1-PR1	0.40523	0.3760346551265169	10	10	0	0	0
Oncology_II	BTN1A1	PT1-PR1	0.16927	0.3760346551265169	10	10	0	0	0
Oncology_II	MNAT1	PT1-PR1	0.385937	0.3760346551265169	10	10	0	0	0
Cardiometabolic	CD14	PT1-PR1	0.12171	0.37730147137714454	10	10	0	0	0
Cardiometabolic_II	ABRAXAS2	PT1-PR1	0.20031	0.37730147137714454	10	10	0	0	0
Cardiometabolic_II	TOMM20	PT1-PR1	0.3287	0.37730147137714454	10	10	0	0	0
Inflammation_II	APOA1	PT1-PR1	0.19517	0.37730147137714454	10	10	0	0	0
Inflammation_II	LPA	PT1-PR1	0.36406	0.37730147137714454	10	10	0	0	0
Inflammation_II	TERF1	PT1-PR1	0.223625	0.37730147137714454	10	10	0	0	0
Neurology	FOSB	PT1-PR1	-0.2724	0.37730147137714454	10	10	0	0	0
Neurology	MSR1	PT1-PR1	0.09431	0.37730147137714454	10	10	0	0	0
Neurology	MUC13	PT1-PR1	0.385256	0.37730147137714454	10	10	0	0	0
Neurology	SERPINB9	PT1-PR1	0.289411	0.37730147137714454	10	10	0	0	0
Neurology	TNFRSF1B	PT1-PR1	-0.0926	0.37730147137714454	10	10	0	0	0
Neurology_II	MORC3	PT1-PR1	0.12377	0.37730147137714454	10	10	0	0	0
Oncology_II	ZNRD2	PT1-PR1	0.18894	0.37730147137714454	10	10	0	0	0
Oncology	PODXL2	PT1-PR1	0.06567	0.3782602704144018	10	10	0	0	0
Neurology_II	CRYGD	PT1-PR1	0.44706	0.3797418713267157	10	10	0	0	0
Oncology_II	MTSS2	PT1-PR1	0.54161	0.3797418713267157	10	10	0	0	0
Inflammation_II	NUMB	PT1-PR1	0.366887	0.3800015844244498	10	10	0	0	0
Cardiometabolic	IL6	PT1-PR1	0.50768	0.3801386513925832	10	10	0	0	0
Neurology	ADAM8	PT1-PR1	0.08922	0.38067982598526734	10	10	0	0	0
Inflammation	ANXA11	PT1-PR1	0.417725	0.38080577745454725	10	10	0	0	0
Oncology	ADAMTS15	PT1-PR1	0.12355	0.38080577745454725	10	10	0	0	0
Oncology	HBEGF	PT1-PR1	0.22703	0.3811369697299855	10	10	0	0	0
Cardiometabolic	S100A11	PT1-PR1	0.16892	0.3811797294655639	10	10	0	0	0
Inflammation_II	DBH	PT1-PR1	0.19909	0.3811797294655639	10	10	0	0	0
Oncology_II	SLK	PT1-PR1	0.30935	0.3811797294655639	10	10	0	0	0
Cardiometabolic_II	PYY	PT1-PR1	-0.34637	0.3813834821263083	10	10	0	0	0
Neurology_II	C2orf69	PT1-PR1	0.354256	0.38153039819070544	10	10	0	0	0
Inflammation	TRAF2	PT1-PR1	0.659413	0.3821952612170406	10	10	0	0	0
Cardiometabolic_II	KHK	PT1-PR1	0.210389	0.38248972835972955	10	10	0	0	0
Inflammation_II	AMY1A_AMY1B_AMY1C	PT1-PR1	0.12678	0.38248972835972955	10	10	0	0	0
Neurology_II	BRSK2	PT1-PR1	0.52011	0.38248972835972955	10	10	0	0	0
Cardiometabolic	VCAM1	PT1-PR1	0.0798	0.38519150472792557	10	10	0	0	0
Inflammation_II	HIF1A	PT1-PR1	0.179688	0.38519150472792557	10	10	0	0	0
Neurology_II	DDHD2	PT1-PR1	0.44956	0.38519150472792557	10	10	0	0	0
Oncology_II	TRIM24	PT1-PR1	0.336662	0.38519150472792557	10	10	0	0	0
Cardiometabolic	HSPG2	PT1-PR1	0.08107	0.38667618544054505	10	10	0	0	0
Cardiometabolic_II	MMUT	PT1-PR1	0.4627	0.38667618544054505	10	10	0	0	0
Inflammation_II	CFP	PT1-PR1	0.14751	0.38667618544054505	10	10	0	0	0
Neurology	THBS2	PT1-PR1	-0.06157	0.38702688866786134	10	10	0	0	0
Neurology_II	DXO	PT1-PR1	0.24789	0.38702688866786134	10	10	0	0	0
Inflammation_II	ARHGAP45	PT1-PR1	0.533338	0.3879756124432933	10	10	0	0	0
Oncology	RSPO3	PT1-PR1	0.12017	0.3884593268638948	10	10	0	0	0
Neurology	GGT5	PT1-PR1	0.0906778	0.38849335415729347	10	10	0	0	0
Oncology_II	NFU1	PT1-PR1	0.51294	0.39120143848762695	10	10	0	0	0
Inflammation_II	PENK	PT1-PR1	-0.1646	0.39185868172773836	10	10	0	0	0
Neurology_II	CD3D	PT1-PR1	0.187662	0.39185868172773836	10	10	0	0	0
Inflammation_II	TTR	PT1-PR1	0.17861	0.39215100992929264	10	10	0	0	0
Cardiometabolic	PEAR1	PT1-PR1	0.10242	0.392298797734521	10	10	0	0	1
Neurology_II	SORBS1	PT1-PR1	0.13356	0.392298797734521	10	10	0	0	0
Cardiometabolic_II	MYOM2	PT1-PR1	0.34587	0.3938699590214012	10	10	0	0	0
Inflammation	NELL2	PT1-PR1	0.10871	0.3938699590214012	10	10	0	0	0
Cardiometabolic	MEGF9	PT1-PR1	0.06111	0.39476911646528035	10	10	0	0	0
Inflammation	BID	PT1-PR1	0.851938	0.39476911646528035	10	10	0	0	0
Cardiometabolic_II	CRYZL1	PT1-PR1	0.577678	0.39528249178933855	10	10	0	0	0
Inflammation	TNFRSF13B	PT1-PR1	0.10139	0.39528249178933855	10	10	0	0	0
Oncology_II	RAPGEF2	PT1-PR1	0.554312	0.39528249178933855	10	10	0	0	0
Cardiometabolic	DNAJB8	PT1-PR1	0.25821	0.3958972790916046	10	10	0	0	0
Cardiometabolic	CR2	PT1-PR1	0.08106	0.3978364162294138	10	10	0	0	0
Inflammation_II	ACE	PT1-PR1	0.13483	0.3978364162294138	10	10	0	0	0
Oncology	FGF23	PT1-PR1	-0.11059	0.3978364162294138	10	10	0	0	0
Neurology_II	KLRK1	PT1-PR1	0.13362	0.3979084954203552	10	10	0	0	0
Cardiometabolic	KIT	PT1-PR1	0.07494	0.39844177118123403	10	10	0	0	0
Cardiometabolic_II	PTPRB	PT1-PR1	0.1817	0.39844177118123403	10	10	0	0	0
Oncology_II	BRD1	PT1-PR1	0.307562	0.39844177118123403	10	10	0	0	0
Neurology	FUT3_FUT5	PT1-PR1	0.08118	0.3994250125690602	10	10	0	0	0
Cardiometabolic	ADAMTS13	PT1-PR1	0.0809	0.39969684126849075	10	10	0	0	0
Cardiometabolic_II	NOTCH2	PT1-PR1	0.24579	0.40053656191245207	10	10	0	0	0
Neurology_II	NT5C1A	PT1-PR1	0.20579	0.40095330326841144	10	10	0	0	0
Cardiometabolic	FCGR3B	PT1-PR1	0.08329	0.4012329863301714	10	10	0	0	0
Cardiometabolic_II	DENND2B	PT1-PR1	-0.25198	0.4012329863301714	10	10	0	0	0
Cardiometabolic_II	RIPK4	PT1-PR1	-0.22194	0.4012329863301714	10	10	0	0	0
Neurology_II	KLF4	PT1-PR1	-0.365725	0.4012329863301714	10	10	0	0	0
Oncology	RRM2	PT1-PR1	0.17211	0.4012329863301714	10	10	0	0	0
Oncology_II	PPP2R5A	PT1-PR1	0.38307	0.4012329863301714	10	10	0	0	0
Inflammation	HLA-E	PT1-PR1	0.116525	0.4026273903403381	10	10	0	0	0
Inflammation_II	FGL1	PT1-PR1	0.23898	0.4026273903403381	10	10	0	0	0
Neurology	MAX	PT1-PR1	0.353856	0.4026273903403381	10	10	0	0	0
Neurology_II	PLB1	PT1-PR1	0.23339	0.4026273903403381	10	10	0	0	0
Inflammation	BTN2A1	PT1-PR1	0.06438	0.4030284420912616	10	10	0	0	0
Oncology	CPE	PT1-PR1	0.12823	0.40338385611843075	10	10	0	0	0
Oncology	LTBP3	PT1-PR1	0.13135	0.40338385611843075	10	10	0	0	0
Cardiometabolic	CDH5	PT1-PR1	0.06139	0.4041251000726499	10	10	0	0	0
Cardiometabolic	COL6A3	PT1-PR1	0.09921	0.4041251000726499	10	10	0	0	0
Inflammation	CD84	PT1-PR1	0.192375	0.4041251000726499	10	10	0	0	0
Inflammation	CTSC	PT1-PR1	0.1228	0.4041251000726499	10	10	0	0	0
Inflammation_II	PTPN9	PT1-PR1	-0.326987	0.4041251000726499	10	10	0	0	0
Neurology_II	TARM1	PT1-PR1	-0.414256	0.4041251000726499	10	10	0	0	0
Oncology_II	IFI30	PT1-PR1	0.13361	0.4041251000726499	10	10	0	0	0
Cardiometabolic	LCN2	PT1-PR1	0.07944	0.404616488588769	10	10	0	0	0
Cardiometabolic	PI3	PT1-PR1	0.24859	0.404616488588769	10	10	0	0	0
Oncology	CEP20	PT1-PR1	0.28036	0.404616488588769	10	10	0	0	0
Oncology	IDUA	PT1-PR1	0.09891	0.404616488588769	10	10	0	0	0
Oncology	PPY	PT1-PR1	-0.26215	0.404616488588769	10	10	0	0	0
Oncology_II	MPRIP	PT1-PR1	0.37205	0.404616488588769	10	10	0	0	0
Inflammation_II	ADGRD1	PT1-PR1	0.0645625	0.4053370932926321	10	10	0	0	0
Neurology_II	C1QTNF6	PT1-PR1	0.24706	0.4053370932926321	10	10	0	0	0
Cardiometabolic_II	HRC	PT1-PR1	-0.0888	0.4057322107424673	10	10	0	0	0
Cardiometabolic	HK2	PT1-PR1	-0.21567	0.40591406614067127	10	10	0	0	0
Cardiometabolic	THPO	PT1-PR1	-0.18726	0.40591406614067127	10	10	0	0	0
Cardiometabolic_II	BGLAP	PT1-PR1	0.22994	0.40591406614067127	10	10	0	0	0
Cardiometabolic_II	PRG3	PT1-PR1	0.19926	0.40591406614067127	10	10	0	0	0
Cardiometabolic_II	PTPRZ1	PT1-PR1	0.2232	0.40591406614067127	10	10	0	0	0
Inflammation	IRAK4	PT1-PR1	0.542037	0.40591406614067127	10	10	0	0	0
Inflammation	ITM2A	PT1-PR1	-0.37875	0.40591406614067127	10	10	0	0	0
Inflammation	SMOC2	PT1-PR1	0.11331	0.40591406614067127	10	10	0	0	0
Inflammation_II	ADH1B	PT1-PR1	0.190312	0.40591406614067127	10	10	0	0	0
Inflammation_II	EPHA4	PT1-PR1	0.211725	0.40591406614067127	10	10	0	0	0
Inflammation_II	GAPDH	PT1-PR1	0.311863	0.40591406614067127	10	10	0	0	0
Inflammation_II	GC	PT1-PR1	0.11193	0.40591406614067127	10	10	0	0	0
Inflammation_II	RALB	PT1-PR1	0.36995	0.40591406614067127	10	10	0	0	0
Inflammation_II	SERPINC1	PT1-PR1	0.12124	0.40591406614067127	10	10	0	0	0
Inflammation_II	SERPING1	PT1-PR1	0.15617	0.40591406614067127	10	10	0	0	0
Inflammation_II	SHBG	PT1-PR1	0.19624	0.40591406614067127	10	10	0	0	0
Neurology	CD177	PT1-PR1	0.07317	0.40591406614067127	10	10	0	0	0
Neurology	EBAG9	PT1-PR1	0.498633	0.40591406614067127	10	10	0	0	0
Neurology	TNFRSF10B	PT1-PR1	0.0871111	0.40591406614067127	10	10	0	0	0
Neurology_II	DNM3	PT1-PR1	0.13601	0.40591406614067127	10	10	0	0	0
Oncology	RBP5	PT1-PR1	0.17674	0.40591406614067127	10	10	0	0	0
Oncology_II	DCDC2C	PT1-PR1	0.83634	0.40591406614067127	10	10	0	0	0
Cardiometabolic_II	ADGRF5	PT1-PR1	0.2433	0.40658693249112277	10	10	0	0	0
Neurology	FGR	PT1-PR1	0.236067	0.40658693249112277	10	10	0	0	0
Oncology	MANSC1	PT1-PR1	0.10268	0.40658693249112277	10	10	0	0	0
Inflammation_II	PSTPIP2	PT1-PR1	0.588562	0.4074828647512426	10	10	0	0	0
Neurology	RELT	PT1-PR1	0.06862	0.40763132326225343	10	10	0	0	0
Neurology_II	RBP1	PT1-PR1	-0.1847	0.40766792166967525	10	10	0	0	0
Cardiometabolic_II	CNP	PT1-PR1	0.511511	0.40800748796893715	10	10	0	0	0
Oncology	IKZF2	PT1-PR1	-0.22901	0.40845656368459776	10	10	0	0	0
Inflammation	IL17D	PT1-PR1	-0.16179	0.4092255244871852	10	10	0	0	0
Cardiometabolic_II	BRD3	PT1-PR1	-0.37253	0.4103557820627125	10	10	0	0	0
Oncology	TP53	PT1-PR1	0.59943	0.41066504313002844	10	10	0	0	0
Inflammation	CST7	PT1-PR1	0.153	0.4119088314969529	10	10	0	0	0
Neurology_II	DNAJA4	PT1-PR1	-0.51851	0.41227594105962695	10	10	0	0	0
Neurology_II	CNTNAP4	PT1-PR1	0.269344	0.41256531452153905	10	10	0	0	0
Cardiometabolic	DPP4	PT1-PR1	0.08131	0.41343533838148355	10	10	0	0	0
Cardiometabolic_II	NUP50	PT1-PR1	-0.11451	0.41343533838148355	10	10	0	0	0
Cardiometabolic_II	TPK1	PT1-PR1	0.25788	0.41343533838148355	10	10	0	0	0
Neurology	DRAXIN	PT1-PR1	0.110322	0.41343533838148355	10	10	0	0	0
Cardiometabolic_II	SRPX	PT1-PR1	0.21297	0.4142344404301531	10	10	0	0	0
Neurology	TBCC	PT1-PR1	0.429844	0.41496798756883096	10	10	0	0	0
Oncology	RNF41	PT1-PR1	0.34265	0.41496798756883096	10	10	0	0	0
Neurology	DBI	PT1-PR1	0.34444	0.4183333234910965	10	10	0	0	0
Inflammation	TNFSF10	PT1-PR1	-0.07943	0.41856752744297404	10	10	0	0	0
Inflammation	VEGFD	PT1-PR1	0.0533	0.41856752744297404	10	10	0	0	0
Inflammation_II	LEG1	PT1-PR1	0.0664375	0.41856752744297404	10	10	0	0	0
Oncology	ARG1	PT1-PR1	-0.55273	0.41856752744297404	10	10	0	0	0
Oncology	C4BPB	PT1-PR1	0.13522	0.41856752744297404	10	10	0	0	0
Oncology_II	SLMAP	PT1-PR1	0.54948	0.42136967383649854	10	10	0	0	0
Cardiometabolic_II	MECR	PT1-PR1	0.404022	0.4214768127980317	10	10	0	0	0
Inflammation_II	QSOX1	PT1-PR1	0.12013	0.4214768127980317	10	10	0	0	0
Neurology	PRTFDC1	PT1-PR1	0.5828	0.4214768127980317	10	10	0	0	0
Neurology_II	GTPBP2	PT1-PR1	0.505756	0.4214768127980317	10	10	0	0	0
Oncology_II	SH3BP1	PT1-PR1	0.15491	0.4214768127980317	10	10	0	0	0
Cardiometabolic	TIMP1	PT1-PR1	0.0864	0.4216712795060666	10	10	0	0	0
Cardiometabolic_II	LCP1	PT1-PR1	0.27893	0.4216712795060666	10	10	0	0	0
Inflammation_II	RLN2	PT1-PR1	0.254575	0.4216712795060666	10	10	0	0	0
Neurology	MMP8	PT1-PR1	0.27366	0.4216712795060666	10	10	0	0	0
Oncology	FCGR2B	PT1-PR1	0.65108	0.4216712795060666	10	10	0	0	0
Cardiometabolic	PTPRS	PT1-PR1	0.09201	0.4226774518811643	10	10	0	0	0
Neurology	SEMA4D	PT1-PR1	0.15108	0.4226774518811643	10	10	0	0	0
Oncology	UXS1	PT1-PR1	0.20464	0.4226774518811643	10	10	0	0	0
Oncology	NAMPT	PT1-PR1	0.43015	0.4230311755525027	10	10	0	0	0
Inflammation	FCRL3	PT1-PR1	0.30736	0.4233630483907403	10	10	0	0	0
