panel	gene_symbol	n_pt1_pr1	sd_pt1_pr1	n_pt2_pr2	sd_pt2_pr2	mean_sd_acute
Inflammation_II	AFM	10	0.245022	10	0.154888	0.199955
Neurology	GOLM2	10	0.205314	10	0.193658	0.199486
Neurology	CD74	10	0.22261	10	0.176324	0.199467
Oncology	CA14	10	0.179535	10	0.219387	0.199461
Cardiometabolic	CD93	10	0.196366	10	0.202419	0.199392
Inflammation	MATN2	10	0.156194	10	0.242333	0.199264
Neurology_II	CDH23	10	0.1763	10	0.221968	0.199134
Neurology	OGN	10	0.151391	10	0.246595	0.198993
Neurology	GNLY	10	0.129389	10	0.268523	0.198956
Cardiometabolic	CHIT1	10	0.118565	10	0.278879	0.198722
Oncology_II	IFNAR1	10	0.211082	10	0.18607	0.198576
Cardiometabolic	IL6R	10	0.199299	10	0.197827	0.198563
Inflammation	CD79B	10	0.125622	10	0.271423	0.198522
Neurology	WARS	10	0.248225	10	0.148676	0.198451
Inflammation	CCL23	10	0.218579	10	0.177219	0.197899
Inflammation	CRIM1	10	0.125894	10	0.269849	0.197872
Oncology	CEACAM1	10	0.224472	10	0.16994	0.197206
Cardiometabolic	TYRO3	10	0.252534	10	0.141262	0.196898
Cardiometabolic	IGFBP7	10	0.172571	10	0.220779	0.196675
Oncology	STXBP3	10	0.195079	10	0.198191	0.196635
Oncology	LRIG1	10	0.173666	10	0.218964	0.196315
Neurology	TNFRSF1A	10	0.126339	10	0.266063	0.196201
Neurology	JAM2	10	0.181048	10	0.209858	0.195453
Inflammation	LAIR1	10	0.140492	10	0.250297	0.195395
Cardiometabolic	ICAM1	10	0.158232	10	0.231552	0.194892
Inflammation	GAL	10	0.22885	10	0.160614	0.194732
Inflammation	TNFRSF11B	10	0.180098	10	0.208833	0.194466
Inflammation	IL18	10	0.264678	10	0.123898	0.194288
Oncology	SLITRK2	10	0.151783	10	0.236718	0.194251
Cardiometabolic	CCL18	10	0.188107	10	0.200286	0.194196
Oncology	ERBB4	10	0.198202	10	0.18958	0.193891
Cardiometabolic	SSC5D	10	0.167354	10	0.219607	0.19348
Cardiometabolic	CST6	10	0.138955	10	0.247914	0.193435
Inflammation	MMP10	10	0.183339	10	0.203008	0.193174
Neurology_II	HLA-A	10	0.157579	10	0.228733	0.193156
Neurology	TFF1	10	0.191265	10	0.194389	0.192827
Neurology	CD300C	10	0.227725	10	0.157079	0.192402
Cardiometabolic	NOTCH3	10	0.202518	10	0.181642	0.19208
Oncology	GPC1	10	0.149468	10	0.234233	0.19185
Inflammation	CLSTN2	10	0.142156	10	0.24101	0.191583
Cardiometabolic	AOC3	10	0.189197	10	0.192138	0.190667
Neurology	CPM	10	0.205418	10	0.175792	0.190605
Cardiometabolic	ANPEP	10	0.144134	10	0.235272	0.189703
Cardiometabolic	REG1A	10	0.171651	10	0.207477	0.189564
Neurology	DSC2	10	0.200647	10	0.178001	0.189324
Inflammation_II	PI16	10	0.157015	10	0.221371	0.189193
Cardiometabolic	CA4	10	0.141618	10	0.236418	0.189018
Cardiometabolic	ROR1	10	0.173447	10	0.204158	0.188803
Neurology	TNFRSF21	10	0.218789	10	0.158575	0.188682
Neurology_II	HEPACAM2	10	0.137787	10	0.239328	0.188558
Oncology	CBLN4	10	0.153814	10	0.223215	0.188514
Oncology_II	GPHA2	10	0.138138	10	0.238527	0.188333
Cardiometabolic	DPP4	10	0.161844	10	0.214789	0.188317
Oncology	ITGB7	10	0.166114	10	0.21	0.188057
Oncology	RSPO3	10	0.224985	10	0.151046	0.188016
Cardiometabolic	SERPINA11	10	0.189483	10	0.186437	0.18796
Inflammation	SIGLEC1	10	0.166916	10	0.208562	0.187739
Oncology_II	CEACAM16	10	0.168146	10	0.206441	0.187294
Inflammation	SIRPB1	10	0.150315	10	0.224203	0.187259
Cardiometabolic	TGFBI	10	0.163755	10	0.209601	0.186678
Oncology_II	SERPINI2	10	0.154491	10	0.218477	0.186484
Neurology	RELT	10	0.135234	10	0.237504	0.186369
Inflammation	TNFRSF13B	10	0.192128	10	0.180299	0.186214
Cardiometabolic	CTSB	10	0.162751	10	0.209648	0.1862
Oncology	NCS1	10	0.218109	10	0.153624	0.185867
Neurology	TIMP4	10	0.185931	10	0.185737	0.185834
Inflammation_II	CFI	10	0.239522	10	0.131814	0.185668
Cardiometabolic	SPARCL1	10	0.160483	10	0.210282	0.185382
Inflammation_II	C5	10	0.229877	10	0.14048	0.185179
Neurology	FCER2	10	0.125516	10	0.244613	0.185064
Inflammation_II	GC	10	0.218448	10	0.151097	0.184772
Cardiometabolic	CCL16	10	0.201144	10	0.167535	0.18434
Cardiometabolic	DKK3	10	0.199753	10	0.168877	0.184315
Oncology	GALNT7	10	0.118965	10	0.249516	0.18424
Cardiometabolic	TNFRSF10C	10	0.162908	10	0.205542	0.184225
Cardiometabolic	GGH	10	0.152823	10	0.215007	0.183915
Cardiometabolic	ACAN	10	0.231694	10	0.136089	0.183891
Inflammation	CKAP4	10	0.10104	10	0.266653	0.183846
Cardiometabolic	THBS4	10	0.170719	10	0.196923	0.183821
Neurology_II	MAP2	10	0.149653	10	0.217349	0.183501
Oncology	IGF1R	10	0.149158	10	0.217707	0.183432
Cardiometabolic	CRX	10	0.229951	10	0.136296	0.183124
Cardiometabolic	ANG	10	0.173798	10	0.192405	0.183102
Inflammation	CLEC7A	10	0.185915	10	0.179796	0.182856
Cardiometabolic	REG1B	10	0.170353	10	0.194899	0.182626
Neurology	RGMA	10	0.242526	10	0.122716	0.182621
Oncology	EBI3_IL27	10	0.171593	10	0.193532	0.182562
Inflammation_II	ITIH1	10	0.161307	10	0.203778	0.182542
Oncology	RTN4R	10	0.158909	10	0.205815	0.182362
Cardiometabolic	CNTN1	10	0.201837	10	0.162654	0.182245
Neurology	SPINK1	10	0.160124	10	0.204209	0.182166
Cardiometabolic	CLUL1	10	0.2049	10	0.159167	0.182034
Cardiometabolic	FCGR2A	10	0.180303	10	0.183567	0.181935
Neurology_II	FGFBP3	10	0.114265	10	0.249232	0.181749
Neurology_II	YAP1	10	0.128171	10	0.234802	0.181486
Cardiometabolic	CCN3	10	0.130354	10	0.232473	0.181414
Cardiometabolic	CR2	10	0.154262	10	0.208068	0.181165
Oncology	PRTG	10	0.211407	10	0.150777	0.181092
Cardiometabolic	IGFBP3	10	0.169083	10	0.191553	0.180318
Neurology	PILRA	10	0.160671	10	0.199948	0.18031
Inflammation	KLRB1	10	0.166278	10	0.193781	0.180029
Neurology	CLEC11A	10	0.151513	10	0.208527	0.18002
Inflammation_II	MENT	10	0.250752	10	0.108471	0.179612
Oncology	PDCD1	10	0.179342	10	0.179591	0.179466
Neurology	SUSD2	10	0.209479	10	0.149366	0.179423
Cardiometabolic	REG3A	10	0.206784	10	0.152031	0.179407
Cardiometabolic	CHL1	10	0.132254	10	0.226338	0.179296
Cardiometabolic	CNDP1	10	0.141296	10	0.217032	0.179164
Inflammation	SIGLEC10	10	0.170156	10	0.188089	0.179122
Inflammation	NFASC	10	0.149527	10	0.208245	0.178886
Inflammation	DNER	10	0.174524	10	0.182915	0.178719
Inflammation	AGER	10	0.132736	10	0.224145	0.17844
Neurology	IL7R	10	0.208977	10	0.147538	0.178258
Cardiometabolic	F7	10	0.132426	10	0.224019	0.178223
Cardiometabolic	PLTP	10	0.152781	10	0.202229	0.177505
Neurology	BCAM	10	0.159245	10	0.195513	0.177379
Oncology	SCLY	10	0.173237	10	0.18132	0.177279
Cardiometabolic	LDLR	10	0.180003	10	0.174352	0.177177
Cardiometabolic	AMY2B	10	0.194052	10	0.160101	0.177077
Inflammation	B4GALT1	10	0.188545	10	0.165294	0.176919
Inflammation	SCG3	10	0.245578	10	0.106797	0.176187
Neurology_II	C7orf50	10	0.21999	10	0.131628	0.175809
Oncology	ADM	10	0.218383	10	0.132344	0.175363
Oncology	GALNT2	10	0.141207	10	0.209482	0.175345
Neurology	SOD2	10	0.207317	10	0.1431	0.175208
Inflammation	CD276	10	0.168121	10	0.181126	0.174623
Oncology	L1CAM	10	0.164853	10	0.18429	0.174571
Oncology_II	MAMDC4	10	0.214883	10	0.133867	0.174375
Oncology	GFRA1	10	0.149993	10	0.198267	0.17413
Inflammation	WFIKKN2	10	0.183414	10	0.164657	0.174035
Inflammation	SPINT2	10	0.229879	10	0.117719	0.173799
Cardiometabolic	HSPG2	10	0.151161	10	0.196297	0.173729
Inflammation	EPCAM	10	0.120902	10	0.226524	0.173713
Cardiometabolic	PTPRF	10	0.203475	10	0.143481	0.173478
Cardiometabolic	XG	10	0.176263	10	0.170467	0.173365
Oncology	ERBB2	10	0.191536	10	0.155155	0.173345
Cardiometabolic	C1QTNF1	10	0.175645	10	0.170895	0.17327
Inflammation	FLT3LG	10	0.156754	10	0.189598	0.173176
Cardiometabolic	ENTPD5	10	0.169655	10	0.17639	0.173023
Cardiometabolic	AXL	10	0.191672	10	0.153107	0.172389
Neurology	TNXB	10	0.134849	10	0.209607	0.172228
Cardiometabolic	CD59	10	0.17706	10	0.16664	0.17185
Cardiometabolic	DCN	10	0.157439	10	0.185224	0.171331
Cardiometabolic	THBD	10	0.11827	10	0.224174	0.171222
Cardiometabolic	COMP	10	0.153323	10	0.189078	0.171201
Cardiometabolic	AMY2A	10	0.187532	10	0.15336	0.170446
Cardiometabolic	SEMA3F	10	0.194287	10	0.146453	0.17037
Neurology	CD109	10	0.131778	10	0.208564	0.170171
Inflammation	ENPP7	10	0.171838	10	0.16833	0.170084
Neurology	SPINK5	10	0.105637	10	0.233985	0.169811
Neurology	CNTN3	10	0.183564	10	0.15531	0.169437
Neurology	TMPRSS5	10	0.144396	10	0.194346	0.169371
Cardiometabolic	EFEMP1	10	0.176699	10	0.161021	0.16886
Cardiometabolic	ICAM2	10	0.134135	10	0.202656	0.168396
Inflammation	CD160	10	0.113933	10	0.222793	0.168363
Inflammation	CRLF1	10	0.181853	10	0.154225	0.168039
Inflammation_II	LGALS3BP	10	0.185544	10	0.150235	0.16789
Cardiometabolic	ART3	10	0.121964	10	0.213677	0.167821
Cardiometabolic	ITGB1	10	0.21218	10	0.12342	0.1678
Inflammation	IL12B	10	0.109182	10	0.22638	0.167781
Oncology	CLMP	10	0.144502	10	0.191008	0.167755
Neurology	LRPAP1	10	0.16457	10	0.170498	0.167534
Neurology	CD300LG	10	0.184883	10	0.149727	0.167305
Inflammation	IL18R1	10	0.110011	10	0.224126	0.167068
Inflammation_II	A1BG	10	0.218527	10	0.115383	0.166955
Cardiometabolic	ANGPTL1	10	0.138191	10	0.195697	0.166944
Inflammation	CSF1	10	0.144868	10	0.188995	0.166931
Neurology	IL17RA	10	0.143772	10	0.189693	0.166732
Oncology	KLK4	10	0.185216	10	0.147969	0.166592
Inflammation_II	SERPINC1	10	0.237088	10	0.0959905	0.166539
Neurology	NOMO1	10	0.139081	10	0.193397	0.166239
Neurology	CLEC14A	10	0.151847	10	0.179366	0.165606
Cardiometabolic	QPCT	10	0.171338	10	0.159519	0.165429
Neurology	TNFRSF1B	10	0.169021	10	0.16167	0.165345
Inflammation	BTN2A1	10	0.124078	10	0.20605	0.165064
Cardiometabolic	EPHB4	10	0.12099	10	0.207088	0.164039
Inflammation	CD6	10	0.179743	10	0.146116	0.16293
Inflammation_II	CFHR4	10	0.168277	10	0.157214	0.162746
Neurology	CD99L2	10	0.153202	10	0.17166	0.162431
Cardiometabolic	CTSD	10	0.0723851	10	0.252385	0.162385
Neurology	PLAU	10	0.145657	10	0.17845	0.162054
Cardiometabolic	FETUB	10	0.160759	10	0.162876	0.161818
Cardiometabolic	CTSL	10	0.192134	10	0.131019	0.161577
Inflammation	LAMP3	10	0.155996	10	0.167048	0.161522
Cardiometabolic	ANGPTL3	10	0.118903	10	0.203658	0.16128
Inflammation	VEGFD	10	0.106969	10	0.214243	0.160606
Inflammation_II	SAA4	10	0.173996	10	0.147111	0.160554
Cardiometabolic	FCN2	10	0.138301	10	0.181869	0.160085
Cardiometabolic	LGALS3	10	0.182524	10	0.137372	0.159948
Cardiometabolic	FUCA1	10	0.149636	10	0.169702	0.159669
Inflammation	FCRL2	10	0.119572	10	0.198764	0.159168
Cardiometabolic	LILRB1	10	0.156102	10	0.161715	0.158908
Neurology_II	CRYBB2	10	0.186882	10	0.130901	0.158892
Inflammation_II	SERPINF1	10	0.17833	10	0.139317	0.158823
Oncology	MMP12	10	0.116744	10	0.200666	0.158705
Neurology	CNTN5	10	0.173102	10	0.144267	0.158684
Cardiometabolic	IGFBP6	10	0.14619	10	0.171003	0.158596
Neurology	IL1RAP	10	0.172227	10	0.144935	0.158581
Cardiometabolic	VCAM1	10	0.148511	10	0.168642	0.158576
Inflammation	TLR3	10	0.0875435	10	0.228706	0.158125
Inflammation	CTRC	10	0.182365	10	0.133283	0.157824
Inflammation	TREM2	10	0.142998	10	0.172071	0.157535
Inflammation	TNFSF13	10	0.10764	10	0.207045	0.157343
Inflammation	CD48	10	0.123852	10	0.190325	0.157088
Neurology	IGF2R	10	0.142739	10	0.170775	0.156757
Inflammation	LGALS9	10	0.153893	10	0.15949	0.156692
Inflammation	LTBR	10	0.162955	10	0.149622	0.156288
Inflammation	CD244	10	0.150206	10	0.161408	0.155807
Inflammation	NELL2	10	0.205315	10	0.105875	0.155595
Cardiometabolic	TGFBR3	10	0.213003	10	0.0981329	0.155568
Oncology	XPNPEP2	10	0.156969	10	0.153799	0.155384
Cardiometabolic	SEMA7A	10	0.197257	10	0.11152	0.154389
Cardiometabolic	LTBP2	10	0.197994	10	0.110475	0.154234
Cardiometabolic	PRCP	10	0.152801	10	0.15392	0.15336
Inflammation	CD58	10	0.157765	10	0.14837	0.153068
Inflammation_II	PZP	10	0.124022	10	0.180587	0.152305
Neurology	TNFRSF8	10	0.179379	10	0.125218	0.152299
Neurology	HAVCR2	10	0.145209	10	0.159141	0.152175
Cardiometabolic	KIT	10	0.142864	10	0.160931	0.151898
Cardiometabolic	CDH5	10	0.118588	10	0.183636	0.151112
Cardiometabolic	ACP5	10	0.17012	10	0.130425	0.150272
Inflammation	TPSAB1	10	0.126947	10	0.173417	0.150182
Cardiometabolic	TIMD4	10	0.162864	10	0.137398	0.150131
Neurology	GRN	10	0.118595	10	0.180945	0.14977
Inflammation	ERBB3	10	0.153209	10	0.146212	0.149711
Neurology	VSIG4	10	0.211462	10	0.0878406	0.149651
Inflammation	NME3	10	0.129427	10	0.169353	0.14939
Inflammation	COLEC12	10	0.125293	10	0.173422	0.149357
Oncology_II	CD101	10	0.0946989	10	0.203777	0.149238
Neurology	LILRA2	10	0.134442	10	0.163918	0.14918
Oncology	EPS8L2	10	0.174822	10	0.123274	0.149048
Neurology	PIK3IP1	10	0.14047	10	0.156716	0.148593
Neurology	DSG2	10	0.0995018	10	0.197651	0.148577
Neurology	CD8A	10	0.158897	10	0.138052	0.148474
Inflammation	ADA	10	0.1853	10	0.111448	0.148374
Inflammation_II	SERPINF2	10	0.164699	10	0.13136	0.14803
Inflammation	MEGF10	10	0.161108	10	0.134641	0.147875
Cardiometabolic	IL2RA	10	0.160182	10	0.135431	0.147807
Cardiometabolic	GDF15	10	0.137589	10	0.156936	0.147263
Cardiometabolic	BPIFB1	10	0.146016	10	0.148363	0.147189
Cardiometabolic	SIRPA	10	0.169991	10	0.124198	0.147094
Cardiometabolic	GAS6	10	0.185259	10	0.108312	0.146786
Cardiometabolic	OSMR	10	0.123448	10	0.169722	0.146585
Neurology	LAMP2	10	0.187685	10	0.105482	0.146583
Cardiometabolic	TFPI	10	0.168023	10	0.125124	0.146573
Oncology	HAVCR1	10	0.123626	10	0.169303	0.146464
Oncology	TGFBR2	10	0.12563	10	0.166543	0.146086
Inflammation	IL10RB	10	0.142879	10	0.149265	0.146072
Neurology	IL1R1	10	0.132211	10	0.15984	0.146026
Oncology	TFPI2	10	0.147725	10	0.143506	0.145615
Cardiometabolic	DLK1	10	0.130616	10	0.159922	0.145269
Cardiometabolic	CES1	10	0.164347	10	0.125596	0.144972
Cardiometabolic	PTPRS	10	0.18661	10	0.10306	0.144835
Inflammation	IFNGR1	10	0.115436	10	0.174087	0.144762
Inflammation	TNFRSF4	10	0.0954665	10	0.1918	0.143633
Neurology	THBS2	10	0.11502	10	0.172239	0.143629
Cardiometabolic	ALCAM	10	0.155283	10	0.131649	0.143466
Cardiometabolic	PDGFRB	10	0.121666	10	0.164015	0.14284
Neurology	BST1	10	0.163253	10	0.122326	0.14279
Cardiometabolic	PEAR1	10	0.193012	10	0.0924768	0.142744
Oncology	CD1C	10	0.136206	10	0.148452	0.142329
Neurology	CA6	10	0.139716	10	0.144904	0.14231
Neurology	FUT3_FUT5	10	0.155039	10	0.127941	0.14149
Inflammation	ROBO1	10	0.147685	10	0.135145	0.141415
Cardiometabolic	PAM	10	0.142906	10	0.138478	0.140692
Cardiometabolic	MET	10	0.159131	10	0.121967	0.140549
Oncology	KDR	10	0.117846	10	0.162509	0.140178
Oncology	IL13RA1	10	0.117002	10	0.163262	0.140132
Oncology	SIGLEC6	10	0.135187	10	0.143996	0.139591
Inflammation	ENPP5	10	0.133361	10	0.145087	0.139224
Cardiometabolic	ENPP2	10	0.150985	10	0.127026	0.139005
Neurology	SPINT1	10	0.156113	10	0.121594	0.138854
Inflammation	SMPDL3A	10	0.127489	10	0.150047	0.138768
Cardiometabolic	BLMH	10	0.165176	10	0.112153	0.138665
Inflammation	CD22	10	0.114959	10	0.161825	0.138392
Inflammation	MEPE	10	0.136831	10	0.139517	0.138174
Oncology	SIGLEC9	10	0.147219	10	0.128563	0.137891
Oncology	TEK	10	0.160238	10	0.115328	0.137783
Inflammation_II	SERPINA3	10	0.195631	10	0.0789139	0.137272
Neurology	PAMR1	10	0.116669	10	0.153993	0.135331
Cardiometabolic	CRTAC1	10	0.155698	10	0.112598	0.134148
Cardiometabolic	FAS	10	0.12949	10	0.13504	0.132265
Inflammation	IL1R2	10	0.146417	10	0.117962	0.13219
Cardiometabolic	LILRB5	10	0.0978333	10	0.166338	0.132086
Inflammation	OMD	10	0.129652	10	0.133605	0.131628
Cardiometabolic	DPT	10	0.161774	10	0.0986924	0.130233
Inflammation	KLRD1	10	0.113268	10	0.147154	0.130211
Cardiometabolic	ADAMTS13	10	0.154607	10	0.105645	0.130126
Cardiometabolic	ICAM3	10	0.121695	10	0.13559	0.128643
Neurology	STC2	10	0.0975454	10	0.15932	0.128433
Cardiometabolic	IL1RL1	10	0.135308	10	0.121508	0.128408
Inflammation	LY9	10	0.109721	10	0.146721	0.128221
Neurology_II	PRND	10	0.074356	10	0.179406	0.126881
Cardiometabolic	TNFSF13B	10	0.122908	10	0.130426	0.126667
Cardiometabolic	NOTCH1	10	0.113866	10	0.1361	0.124983
Cardiometabolic	UMOD	10	0.11064	10	0.139241	0.12494
Cardiometabolic	ITGB2	10	0.115125	10	0.133855	0.12449
Inflammation	KYNU	10	0.0996287	10	0.14932	0.124474
Cardiometabolic	FAP	10	0.106282	10	0.141237	0.12376
Inflammation	PRSS8	10	0.135729	10	0.111087	0.123408
Cardiometabolic	COL18A1	10	0.130245	10	0.115977	0.123111
Neurology	CTRB1	10	0.099596	10	0.14489	0.122243
Neurology	NPTX1	10	0.108946	10	0.134574	0.12176
Cardiometabolic	SPP1	10	0.142314	10	0.100731	0.121522
Neurology	GUCA2A	10	0.1391	10	0.103207	0.121154
Inflammation	SCGB3A2	10	0.0958121	10	0.146325	0.121069
Cardiometabolic	CD209	10	0.0844255	10	0.153932	0.119179
Neurology	CD99	10	0.113292	10	0.124809	0.11905
Inflammation	C1QA	10	0.0788148	10	0.158576	0.118695
Cardiometabolic	EGFR	10	0.11564	10	0.121614	0.118627
Cardiometabolic	COL1A1	10	0.113495	10	0.118978	0.116236
Cardiometabolic	LILRB2	10	0.0866082	10	0.144789	0.115698
Cardiometabolic	MEGF9	10	0.115623	10	0.115146	0.115385
Cardiometabolic	HYOU1	10	0.113879	10	0.114296	0.114088
Cardiometabolic	TCN2	10	0.140399	10	0.0854085	0.112904
Cardiometabolic	SELE	10	0.127758	10	0.0931445	0.110451
Oncology	ITGAV	10	0.10359	10	0.116581	0.110086
Inflammation	FASLG	10	0.126973	10	0.092452	0.109712
Inflammation_II	IGLC2	10	0.0875553	10	0.131305	0.10943
Oncology	AMBP	10	0.0715706	10	0.146875	0.109223
Inflammation	ADAM23	10	0.101933	10	0.1161	0.109016
Inflammation	PCDH1	10	0.0481249	10	0.164952	0.106538
Inflammation_II	ATRN	10	0.136354	10	0.0767053	0.106529
Cardiometabolic	MMP7	10	0.101832	10	0.110737	0.106284
Inflammation_II	ORM1	10	0.133629	10	0.0784579	0.106043
Cardiometabolic	PLXNB2	10	0.122217	10	0.0852616	0.103739
Neurology	PLA2G7	10	0.100948	10	0.104454	0.102701
Cardiometabolic	CXCL16	10	0.107352	10	0.0867103	0.0970313
Inflammation	IDS	10	0.082835	10	0.101159	0.091997
Cardiometabolic	ENG	10	0.103901	10	0.0736493	0.0887754
Inflammation_II	SERPINA1	10	0.0876442	10	0.0840911	0.0858677
Inflammation	PON3	10	0.0776135	10	0.0913573	0.0844854
Inflammation	BSG	10	0.0445189	10	0.0798126	0.0621658
