panel	gene_symbol	n_pt1_pr1	sd_pt1_pr1	n_pt2_pr2	sd_pt2_pr2	mean_sd_acute
Neurology	KRT5	10	0.539297	10	0.830506	0.684902
Neurology	FMNL1	10	0.762679	10	0.606625	0.684652
Oncology_II	NUDT16	10	0.691783	10	0.676325	0.684054
Oncology_II	ARHGAP5	10	0.667153	10	0.699459	0.683306
Inflammation_II	FGF6	10	0.731842	10	0.633985	0.682914
Neurology_II	DIPK1C	10	0.551296	10	0.810411	0.680853
Cardiometabolic_II	ELN	10	0.754424	10	0.605839	0.680132
Oncology	ATOX1	10	0.776681	10	0.583575	0.680128
Inflammation	MVK	10	0.524479	10	0.833464	0.678971
Neurology	DKK1	10	0.388735	10	0.96918	0.678957
Oncology_II	CA7	10	0.636019	10	0.720398	0.678208
Oncology_II	UNG	10	0.615249	10	0.740709	0.677979
Cardiometabolic_II	SCPEP1	10	0.467278	10	0.888251	0.677765
Neurology_II	SLC44A4	10	0.785273	10	0.570028	0.67765
Neurology	STK24	10	0.69729	10	0.656683	0.676987
Oncology_II	FGF7	10	0.670901	10	0.683015	0.676958
Oncology	BGN	10	0.777187	10	0.576623	0.676905
Oncology_II	PHLDB2	10	0.631548	10	0.720472	0.67601
Neurology_II	PCARE	10	0.724763	10	0.626558	0.67566
Neurology_II	CASP7	10	0.712702	10	0.63854	0.675621
Inflammation	CCL26	10	0.6906	10	0.660467	0.675533
Cardiometabolic	ACOX1	10	0.8643	10	0.485815	0.675058
Neurology	MPO	10	0.409992	10	0.940054	0.675023
Cardiometabolic	USP8	10	0.89124	10	0.458419	0.67483
Inflammation_II	PTP4A3	10	0.687741	10	0.661568	0.674655
Oncology_II	EVPL	10	0.546779	10	0.802179	0.674479
Cardiometabolic	KYAT1	10	0.674745	10	0.672946	0.673845
Neurology_II	CACNB1	10	0.552168	10	0.794516	0.673342
Oncology	PQBP1	10	0.671571	10	0.67488	0.673225
Neurology	SLIT2	10	0.612652	10	0.731499	0.672076
Neurology_II	PPP1R14A	10	0.69444	10	0.648594	0.671517
Oncology	LYPD8	10	0.692252	10	0.649345	0.670798
Inflammation	PLA2G4A	10	0.521048	10	0.81926	0.670154
Cardiometabolic_II	CSF2	10	0.709768	10	0.630314	0.670041
Cardiometabolic_II	ECI2	10	0.453402	10	0.886011	0.669706
Cardiometabolic_II	TEF	10	0.651495	10	0.687006	0.669251
Neurology_II	TXNL1	10	0.492623	10	0.843453	0.668038
Cardiometabolic_II	BRD3	10	0.737598	10	0.598298	0.667948
Oncology	AIF1	10	0.886005	10	0.449444	0.667724
Inflammation	LHPP	10	0.887753	10	0.447537	0.667645
Cardiometabolic_II	SYTL4	10	0.534351	10	0.800827	0.667589
Cardiometabolic	LACTB2	10	0.608004	10	0.726729	0.667366
Neurology	DBI	10	0.690633	10	0.643072	0.666853
Neurology_II	MYCBP2	10	0.638291	10	0.694801	0.666546
Oncology_II	REST	10	0.589548	10	0.741029	0.665289
Oncology_II	ARAF	10	0.459651	10	0.868566	0.664109
Neurology_II	PLEKHO1	10	0.553123	10	0.775003	0.664063
Inflammation_II	EDNRB	10	0.679936	10	0.647424	0.66368
Neurology_II	CHM	10	0.59203	10	0.734755	0.663393
Neurology	PTEN	10	0.615473	10	0.710951	0.663212
Neurology	STIP1	10	0.771994	10	0.554289	0.663141
Oncology	NPY	10	0.796107	10	0.529859	0.662983
Cardiometabolic_II	SLC12A2	10	0.818953	10	0.506723	0.662838
Oncology	PRKRA	10	0.527226	10	0.797053	0.66214
Cardiometabolic_II	NXPE4	10	0.509514	10	0.81433	0.661922
Oncology_II	TRIM24	10	0.644153	10	0.678801	0.661477
Neurology_II	EPB41L5	10	0.482891	10	0.839362	0.661126
Inflammation_II	CAT	10	0.952996	10	0.369021	0.661008
Cardiometabolic	TIA1	10	0.853546	10	0.468355	0.66095
Oncology	CAMKK1	10	0.740868	10	0.580406	0.660637
Cardiometabolic_II	GSTM4	10	0.609262	10	0.709677	0.659469
Inflammation_II	EP300	10	0.663343	10	0.654528	0.658935
Neurology	ANXA3	10	0.584372	10	0.733368	0.65887
Oncology_II	SCRIB	10	0.578717	10	0.738631	0.658674
Neurology	CERT	10	0.502	10	0.814906	0.658453
Inflammation	ITGA11	10	0.664269	10	0.652211	0.65824
Neurology_II	DOC2B	10	0.586924	10	0.728728	0.657826
Oncology	RABEPK	10	0.750996	10	0.564321	0.657659
Inflammation	IL11	10	0.701307	10	0.613633	0.65747
Neurology_II	MAP1LC3A	10	0.646786	10	0.666483	0.656634
Oncology_II	DNAJB14	10	0.664539	10	0.648668	0.656603
Inflammation	SPRY2	10	0.507938	10	0.80459	0.656264
Inflammation_II	DDX4	10	0.619915	10	0.691298	0.655607
Inflammation_II	GAPDH	10	0.622867	10	0.687179	0.655023
Cardiometabolic	SNX9	10	0.736144	10	0.573664	0.654904
Oncology	INPP1	10	0.53103	10	0.778033	0.654532
Cardiometabolic_II	NEB	10	0.228132	10	1.08084	0.654485
Oncology_II	CDC26	10	0.666162	10	0.642644	0.654403
Inflammation_II	UBE2Z	10	0.536599	10	0.770679	0.653639
Inflammation	PRKAB1	10	0.738079	10	0.569112	0.653596
Inflammation_II	SNX15	10	0.575613	10	0.729781	0.652697
Inflammation_II	DBN1	10	0.630965	10	0.673279	0.652122
Oncology_II	JPT2	10	0.713254	10	0.590659	0.651956
Neurology	FABP5	10	0.755456	10	0.54834	0.651898
Neurology	GDNF	10	0.831956	10	0.471783	0.65187
Oncology_II	CDH22	10	0.455665	10	0.847327	0.651496
Inflammation	TPT1	10	0.629022	10	0.673917	0.651469
Oncology	CEP20	10	0.543353	10	0.758539	0.650946
Cardiometabolic_II	GGCT	10	0.791693	10	0.510034	0.650863
Oncology_II	ACADM	10	0.832449	10	0.468596	0.650523
Neurology_II	ARMCX2	10	0.823062	10	0.476815	0.649939
Inflammation_II	GP5	10	0.734945	10	0.564779	0.649862
Oncology	FGF21	10	0.570992	10	0.726695	0.648843
Inflammation_II	HMCN2	10	1.18841	10	0.108801	0.648606
Inflammation	PRKCQ	10	0.639732	10	0.656841	0.648287
Neurology_II	PPT1	10	0.725442	10	0.570987	0.648214
Inflammation	FGF2	10	0.661667	10	0.63429	0.647978
Cardiometabolic_II	ASAH1	10	0.539248	10	0.756671	0.64796
Cardiometabolic_II	DDA1	10	0.828912	10	0.466695	0.647803
Inflammation	COL9A1	10	0.903617	10	0.391691	0.647654
Neurology_II	LELP1	10	0.51416	10	0.780331	0.647245
Inflammation_II	NUMB	10	0.568918	10	0.724542	0.64673
Neurology	SNCG	10	0.637104	10	0.655878	0.646491
Oncology_II	BTNL10	10	0.784641	10	0.507985	0.646313
Inflammation_II	RPA2	10	0.718523	10	0.573459	0.645991
Cardiometabolic_II	ATP5F1D	10	0.391378	10	0.899596	0.645487
Cardiometabolic_II	MYOM2	10	0.653317	10	0.635823	0.64457
Oncology_II	TK1	10	0.555925	10	0.730279	0.643102
Oncology	CFC1	10	0.731773	10	0.553178	0.642475
Oncology_II	FUT1	10	0.501413	10	0.782554	0.641984
Neurology_II	MYO6	10	0.515022	10	0.768042	0.641532
Oncology	SF3B4	10	0.442689	10	0.838436	0.640562
Oncology_II	MPRIP	10	0.722424	10	0.558508	0.640466
Cardiometabolic_II	GAMT	10	0.704197	10	0.57593	0.640063
Inflammation_II	NAGA	10	0.715381	10	0.56451	0.639946
Oncology	RBP2	10	0.409599	10	0.868952	0.639276
Inflammation	EIF5A	10	0.630458	10	0.647255	0.638857
Cardiometabolic_II	CALY	10	0.736418	10	0.54063	0.638524
Cardiometabolic	TYMP	10	0.515597	10	0.761441	0.638519
Cardiometabolic_II	CD2	10	0.566358	10	0.709167	0.637762
Oncology	CXCL8	10	0.455527	10	0.817492	0.636509
Cardiometabolic_II	HSBP1	10	0.542346	10	0.730062	0.636204
Inflammation	FIS1	10	0.631253	10	0.64093	0.636091
Neurology	NDRG1	10	0.950443	10	0.321584	0.636014
Cardiometabolic_II	NGFR	10	0.634981	10	0.636434	0.635708
Cardiometabolic	PTN	10	0.322615	10	0.948689	0.635652
Cardiometabolic_II	FAM172A	10	0.64682	10	0.623786	0.635303
Cardiometabolic_II	ENOX2	10	0.651838	10	0.618436	0.635137
Inflammation	TNFAIP8	10	0.616619	10	0.653593	0.635106
Inflammation	SLAMF7	10	0.574944	10	0.6949	0.634922
Neurology	ECE1	10	0.734362	10	0.5353	0.634831
Neurology	BRK1	10	0.682471	10	0.586884	0.634677
Oncology_II	UNC79	10	0.442075	10	0.827144	0.634609
Inflammation_II	SPRED2	10	0.610047	10	0.657092	0.63357
Oncology_II	PPP1R12B	10	0.754657	10	0.512417	0.633537
Neurology_II	CORO6	10	0.510811	10	0.756188	0.633499
Inflammation	PARP1	10	0.501531	10	0.764965	0.633248
Cardiometabolic_II	BRDT	10	0.56736	10	0.697886	0.632623
Neurology_II	LETM1	10	0.677147	10	0.587124	0.632135
Neurology_II	OSTN	10	0.556584	10	0.70753	0.632057
Cardiometabolic_II	COMMD1	10	0.666956	10	0.597044	0.632
Neurology	SERPINB9	10	0.662996	10	0.60046	0.631728
Cardiometabolic_II	KHK	10	0.769253	10	0.492838	0.631045
Cardiometabolic	GYS1	10	0.630319	10	0.631299	0.630809
Inflammation	IL20	10	0.590959	10	0.668935	0.629947
Inflammation_II	IDO1	10	0.770266	10	0.489577	0.629921
Cardiometabolic	CRHR1	10	0.738394	10	0.521212	0.629803
Cardiometabolic_II	UBQLN3	10	0.676559	10	0.582937	0.629748
Inflammation	LTO1	10	0.530694	10	0.728073	0.629383
Neurology_II	IDO1	10	0.488605	10	0.769938	0.629272
Inflammation_II	ZNF174	10	0.464442	10	0.792843	0.628642
Oncology_II	PFDN4	10	0.622945	10	0.633934	0.62844
Oncology_II	CETN3	10	0.479772	10	0.775671	0.627722
Oncology	GFER	10	0.492739	10	0.762663	0.627701
Inflammation_II	GAD2	10	0.724035	10	0.53084	0.627438
Neurology_II	SEZ6	10	0.825556	10	0.428796	0.627176
Inflammation	FCRL3	10	0.624989	10	0.629287	0.627138
Oncology_II	NENF	10	0.731333	10	0.520611	0.625972
Neurology_II	SPAG1	10	0.812906	10	0.438512	0.625709
Cardiometabolic_II	PPM1F	10	0.693607	10	0.556423	0.625015
Oncology_II	STAU1	10	0.662373	10	0.587653	0.625013
Neurology	ISLR2	10	0.497753	10	0.751317	0.624535
Oncology	VEGFC	10	0.362056	10	0.886735	0.624396
Inflammation_II	SHH	10	0.565128	10	0.683147	0.624137
Oncology_II	NACC1	10	0.385412	10	0.862753	0.624082
Oncology	DPEP2	10	0.238929	10	1.00863	0.623782
Oncology_II	TOP1MT	10	0.656775	10	0.589702	0.623238
Oncology	LHB	10	0.634219	10	0.611551	0.622885
Neurology_II	SCN3B	10	0.762994	10	0.482649	0.622821
Cardiometabolic_II	HS1BP3	10	0.399737	10	0.845001	0.622369
Cardiometabolic_II	GGACT	10	0.625813	10	0.618615	0.622214
Neurology_II	MYLPF	10	0.573336	10	0.669452	0.621394
Neurology	IDI2	10	0.779838	10	0.460956	0.620397
Inflammation_II	ABO	10	0.542418	10	0.698359	0.620389
Neurology	C2CD2L	10	0.608289	10	0.632482	0.620385
Inflammation_II	BNIP3L	10	0.657873	10	0.582016	0.619945
Oncology_II	TEX33	10	0.607633	10	0.631666	0.61965
Oncology	CASP8	10	0.757906	10	0.481274	0.61959
Inflammation	CCL17	10	0.43118	10	0.806821	0.619001
Neurology_II	DTX2	10	0.708727	10	0.529095	0.618911
Inflammation	IL15RA	10	0.738337	10	0.498741	0.618539
Inflammation	GLOD4	10	0.746339	10	0.490205	0.618272
Neurology_II	FZD10	10	0.437057	10	0.799095	0.618076
Cardiometabolic_II	MRPL24	10	0.853377	10	0.382533	0.617955
Neurology_II	MDM1	10	0.565205	10	0.670563	0.617884
Cardiometabolic	SUSD1	10	0.523626	10	0.711087	0.617357
Neurology_II	HTR1B	10	0.611461	10	0.622883	0.617172
Cardiometabolic_II	CD80	10	0.639176	10	0.594027	0.616601
Neurology_II	DGCR6	10	0.66423	10	0.568869	0.616549
Neurology_II	ITPRIP	10	0.708868	10	0.523758	0.616313
Neurology	NMNAT1	10	0.422722	10	0.809318	0.61602
Inflammation_II	GPI	10	0.784286	10	0.447269	0.615777
Neurology_II	C2orf69	10	0.583481	10	0.647562	0.615522
Oncology	HGS	10	0.754096	10	0.475746	0.614921
Oncology_II	SUSD4	10	0.734333	10	0.494073	0.614203
Neurology	NUDT5	10	0.68157	10	0.546756	0.614163
Oncology	SH2B3	10	0.527802	10	0.700428	0.614115
Cardiometabolic_II	NOP56	10	0.499649	10	0.727353	0.613501
Neurology_II	DEFB118	10	0.372025	10	0.854504	0.613264
Oncology	NPTN	10	0.58574	10	0.639691	0.612715
Inflammation	PTX3	10	0.421249	10	0.803895	0.612572
Oncology_II	PPIE	10	0.434811	10	0.788527	0.611669
Oncology_II	CINP	10	0.625479	10	0.597785	0.611632
Inflammation	DAPP1	10	0.496335	10	0.726794	0.611564
Neurology	NPM1	10	0.469349	10	0.753578	0.611464
Inflammation_II	IL21R	10	0.634003	10	0.587564	0.610783
Neurology_II	AMIGO1	10	0.689226	10	0.531269	0.610248
Oncology_II	SSNA1	10	0.494673	10	0.723611	0.609142
Neurology_II	DEFB104A_DEFB104B	10	0.421434	10	0.795981	0.608708
Inflammation_II	GLRX5	10	0.550015	10	0.667205	0.60861
Cardiometabolic_II	ELOB	10	0.596056	10	0.620842	0.608449
Oncology_II	PDXDC1	10	0.569998	10	0.646551	0.608275
Neurology_II	NLGN1	10	0.732294	10	0.483669	0.607981
Neurology_II	SYNGAP1	10	0.668293	10	0.547593	0.607943
Cardiometabolic_II	MAP1LC3B2	10	0.638112	10	0.577052	0.607582
Neurology_II	RGS10	10	0.366246	10	0.848819	0.607532
Oncology	GNE	10	0.370676	10	0.844382	0.607529
Inflammation_II	GIPR	10	0.665649	10	0.549328	0.607489
Neurology_II	HDGFL2	10	0.550401	10	0.664495	0.607448
Cardiometabolic_II	ZCCHC8	10	0.482885	10	0.731768	0.607326
Cardiometabolic_II	CBS	10	0.78891	10	0.425551	0.60723
Oncology	DPY30	10	0.541964	10	0.671997	0.606981
Cardiometabolic	VSTM2L	10	0.386419	10	0.827107	0.606763
Inflammation	RABGAP1L	10	0.724751	10	0.488573	0.606662
Oncology	VMO1	10	0.775351	10	0.437928	0.60664
Neurology_II	C1QTNF6	10	0.480464	10	0.731877	0.606171
Inflammation_II	POF1B	10	0.555658	10	0.654659	0.605159
Oncology	RRM2B	10	0.564979	10	0.644239	0.604609
Cardiometabolic_II	GCLM	10	0.484305	10	0.724606	0.604456
Neurology_II	LYSMD3	10	0.59958	10	0.609234	0.604407
Oncology_II	PAIP2B	10	0.621842	10	0.586971	0.604406
Inflammation	MLN	10	0.522445	10	0.685883	0.604164
Neurology	ANXA10	10	0.598908	10	0.609285	0.604097
Neurology	CX3CL1	10	0.565656	10	0.642185	0.603921
Inflammation	CXCL6	10	0.32287	10	0.882215	0.602543
Inflammation	AMN	10	0.64895	10	0.553796	0.601373
Neurology_II	ARFIP1	10	0.658135	10	0.543781	0.600958
Oncology_II	TARS1	10	0.465136	10	0.734636	0.599886
Cardiometabolic_II	VSIG10L	10	0.650691	10	0.548756	0.599723
Cardiometabolic_II	BPIFA2	10	0.932411	10	0.264522	0.598466
Neurology	PXN	10	0.573155	10	0.622644	0.597899
Oncology_II	CLINT1	10	0.773833	10	0.421818	0.597826
Cardiometabolic	SOD1	10	0.761048	10	0.434253	0.59765
Cardiometabolic_II	CILP	10	0.463741	10	0.729616	0.596679
Cardiometabolic_II	HADH	10	0.620486	10	0.572681	0.596584
Cardiometabolic_II	TPM3	10	0.603393	10	0.588893	0.596143
Neurology_II	PLSCR3	10	0.594247	10	0.597921	0.596084
Cardiometabolic_II	ACADSB	10	0.645183	10	0.546587	0.595885
Cardiometabolic_II	TOR1AIP1	10	0.510935	10	0.679543	0.595239
Neurology_II	SPTBN2	10	0.47511	10	0.715355	0.595233
Oncology	HBQ1	10	0.766281	10	0.42388	0.59508
Cardiometabolic	HEBP1	10	0.444609	10	0.743627	0.594118
Neurology	SFRP1	10	0.688343	10	0.498833	0.593588
Oncology_II	BRD1	10	0.489421	10	0.697507	0.593464
Neurology	FKBP4	10	0.769762	10	0.416433	0.593097
Neurology_II	EDF1	10	0.666836	10	0.517925	0.59238
Oncology_II	NDUFB7	10	0.478892	10	0.705039	0.591966
Inflammation_II	RELB	10	0.773945	10	0.409422	0.591684
Inflammation_II	VTI1A	10	0.437088	10	0.745322	0.591205
Neurology	FUT8	10	0.396311	10	0.785651	0.590981
Neurology	TXNDC5	10	0.710799	10	0.470361	0.59058
Oncology_II	FKBPL	10	0.506722	10	0.673592	0.590157
Oncology_II	GRSF1	10	0.364069	10	0.815971	0.59002
Oncology_II	ZNRD2	10	0.345488	10	0.834177	0.589832
Neurology_II	MCEE	10	0.616502	10	0.562633	0.589567
Neurology_II	GAST	10	0.53604	10	0.642883	0.589461
Oncology_II	PAFAH2	10	0.61745	10	0.561429	0.58944
Neurology_II	CADPS	10	0.4738	10	0.703735	0.588767
Inflammation_II	IL31RA	10	0.432138	10	0.745342	0.58874
Inflammation_II	CST1	10	0.665851	10	0.510801	0.588326
Inflammation_II	SERPINI1	10	0.716078	10	0.459422	0.58775
Cardiometabolic_II	IGF2BP3	10	0.531477	10	0.643403	0.58744
Oncology	DRG2	10	0.305152	10	0.86701	0.586081
Inflammation	AGRP	10	0.603525	10	0.56724	0.585382
Oncology_II	SHC1	10	0.756438	10	0.413723	0.585081
Neurology_II	ARID3A	10	0.593376	10	0.576583	0.58498
Oncology	MPI	10	0.394367	10	0.775134	0.58475
Inflammation	CXCL8	10	0.308981	10	0.860444	0.584712
Oncology	TRIAP1	10	0.556799	10	0.612408	0.584603
Neurology	SKAP1	10	0.590361	10	0.578502	0.584431
Neurology_II	TBR1	10	0.656193	10	0.511301	0.583747
Inflammation_II	POLR2A	10	0.82102	10	0.345822	0.583421
Inflammation_II	PLCB1	10	0.501398	10	0.665022	0.58321
Cardiometabolic_II	HMGCL	10	0.517383	10	0.648012	0.582698
Neurology_II	BRD2	10	0.651552	10	0.513529	0.582541
Inflammation	BCR	10	0.359771	10	0.80527	0.58252
Neurology_II	MAG	10	0.51865	10	0.64408	0.581365
Neurology_II	PGM2	10	0.640978	10	0.521616	0.581297
Cardiometabolic_II	GET3	10	0.52848	10	0.63359	0.581035
Inflammation_II	MYOM3	10	0.988805	10	0.173145	0.580975
Inflammation_II	VASP	10	0.646096	10	0.515348	0.580722
Cardiometabolic_II	NUDT15	10	0.70113	10	0.459978	0.580554
Cardiometabolic_II	RYR1	10	0.668124	10	0.492632	0.580378
Cardiometabolic	S100P	10	0.705838	10	0.452892	0.579365
Cardiometabolic_II	UHRF2	10	0.77353	10	0.384839	0.579184
Inflammation_II	PRDX2	10	0.810915	10	0.346684	0.578799
Cardiometabolic	NADK	10	0.365477	10	0.791789	0.578633
Neurology_II	CGN	10	0.700429	10	0.456496	0.578463
Cardiometabolic_II	SEC31A	10	0.539213	10	0.616477	0.577845
Inflammation_II	STX5	10	0.562948	10	0.592702	0.577825
Cardiometabolic_II	RAB39B	10	0.577637	10	0.577876	0.577756
Oncology_II	PRUNE2	10	0.425647	10	0.728133	0.57689
Oncology_II	SPRING1	10	0.601885	10	0.55139	0.576637
Oncology_II	RALY	10	0.50599	10	0.647169	0.576579
Oncology_II	MNAT1	10	0.61864	10	0.533889	0.576265
Oncology_II	CD82	10	0.662301	10	0.489188	0.575744
Inflammation_II	DENR	10	0.368826	10	0.781107	0.574966
Cardiometabolic	CXCL8	10	0.351402	10	0.797439	0.574421
Cardiometabolic_II	MYH4	10	0.794258	10	0.353434	0.573846
Inflammation_II	NEDD4L	10	0.623567	10	0.523741	0.573654
Neurology_II	CD164L2	10	0.683431	10	0.463631	0.573531
Inflammation_II	TOP2B	10	0.550211	10	0.596765	0.573488
Neurology_II	SMS	10	0.64928	10	0.497126	0.573203
Cardiometabolic	CEP43	10	0.621545	10	0.524689	0.573117
Neurology	CPPED1	10	0.783008	10	0.363154	0.573081
Oncology_II	PBK	10	0.525434	10	0.619786	0.57261
Neurology	NID2	10	0.315462	10	0.829581	0.572522
Cardiometabolic_II	HCG22	10	0.544786	10	0.600092	0.572439
Inflammation	IL24	10	0.629871	10	0.514234	0.572052
Oncology_II	ERI1	10	0.634557	10	0.509467	0.572012
Cardiometabolic_II	ATP2B4	10	0.643424	10	0.500474	0.571949
Inflammation_II	UNC5D	10	0.578961	10	0.564504	0.571733
Cardiometabolic	APLP1	10	0.35475	10	0.787947	0.571348
Inflammation_II	CD36	10	0.430154	10	0.712331	0.571243
Cardiometabolic_II	ACTN2	10	0.244729	10	0.897647	0.571188
Neurology	CD63	10	0.475931	10	0.665982	0.570956
Neurology_II	BAP18	10	0.413806	10	0.726205	0.570006
Oncology_II	CPLX2	10	0.636338	10	0.50326	0.569799
Neurology	TMSB10	10	0.506214	10	0.633209	0.569711
Neurology_II	HJV	10	0.522675	10	0.616424	0.569549
Oncology_II	STAM	10	0.614966	10	0.523628	0.569297
Neurology_II	STEAP4	10	0.539771	10	0.598723	0.569247
Oncology_II	COMMD9	10	0.627503	10	0.510763	0.569133
Neurology	VSTM1	10	0.597865	10	0.539125	0.568495
Cardiometabolic_II	TSNAX	10	0.417107	10	0.719244	0.568176
Neurology_II	DYNLT1	10	0.509207	10	0.626946	0.568077
Inflammation_II	MOCS2	10	0.463085	10	0.672159	0.567622
Neurology	PBLD	10	0.572668	10	0.561013	0.56684
Cardiometabolic_II	SKIV2L	10	0.50753	10	0.625894	0.566712
Oncology	CNPY4	10	0.445633	10	0.687744	0.566688
Oncology_II	SPINT3	10	0.573594	10	0.558791	0.566193
Oncology_II	TRDMT1	10	0.475913	10	0.65553	0.565722
Cardiometabolic	HK2	10	0.420081	10	0.709468	0.564774
Oncology	EGFL7	10	0.423883	10	0.703561	0.563722
Cardiometabolic_II	GRP	10	0.783009	10	0.343283	0.563146
Inflammation_II	STAT2	10	0.611735	10	0.514403	0.563069
Inflammation	CEACAM21	10	0.510689	10	0.615333	0.563011
Neurology_II	GID8	10	0.499019	10	0.626994	0.563007
Neurology_II	MRPL58	10	0.70077	10	0.424617	0.562694
Oncology_II	MTUS1	10	0.691058	10	0.433405	0.562232
Neurology_II	GPR101	10	0.689111	10	0.435024	0.562067
Oncology_II	RAB44	10	0.391691	10	0.732178	0.561934
Oncology	ADAMTS15	10	0.227631	10	0.896183	0.561907
Cardiometabolic	GRK5	10	0.531274	10	0.592338	0.561806
Neurology_II	OTOA	10	0.626099	10	0.49624	0.56117
Oncology_II	GAGE2A	10	0.462195	10	0.658838	0.560517
Oncology_II	IFIT1	10	0.726371	10	0.39457	0.560471
Inflammation	NPPC	10	0.634401	10	0.485417	0.559909
Cardiometabolic_II	EXTL1	10	0.663285	10	0.456253	0.559769
Oncology	PSRC1	10	0.47174	10	0.647551	0.559646
Inflammation_II	PRR4	10	0.85231	10	0.266627	0.559469
Cardiometabolic_II	TOMM20	10	0.600991	10	0.517706	0.559348
Oncology_II	UPK3BL1	10	0.69656	10	0.421333	0.558947
Neurology_II	HDAC9	10	0.777721	10	0.339681	0.558701
Oncology_II	GPD1	10	0.525967	10	0.590616	0.558292
Inflammation_II	THSD1	10	0.549329	10	0.566489	0.557909
Oncology	AGR3	10	0.624646	10	0.489419	0.557032
Inflammation_II	NECTIN1	10	0.454325	10	0.658654	0.55649
Inflammation	LY75	10	0.417079	10	0.695538	0.556309
Oncology	FLI1	10	0.532575	10	0.579583	0.556079
Inflammation	MAPK9	10	0.459471	10	0.652363	0.555917
Oncology	SIAE	10	0.351568	10	0.759144	0.555356
Oncology_II	VWA5A	10	0.403058	10	0.707082	0.55507
Cardiometabolic_II	EDEM2	10	0.523778	10	0.58483	0.554304
Oncology	MSRA	10	0.488892	10	0.618525	0.553708
Cardiometabolic	PPP1R2	10	0.550629	10	0.556143	0.553386
Cardiometabolic_II	GADD45GIP1	10	0.472772	10	0.633509	0.553141
Neurology_II	AP2B1	10	0.494549	10	0.611091	0.55282
Inflammation_II	PDZK1	10	0.549315	10	0.556184	0.552749
Neurology	FOSB	10	0.518665	10	0.58657	0.552618
Cardiometabolic_II	PMCH	10	0.299366	10	0.805636	0.552501
Inflammation	TNFSF11	10	0.623127	10	0.481396	0.552261
Inflammation	EGLN1	10	0.473739	10	0.630725	0.552232
Oncology	KIR3DL1	10	0.726824	10	0.377566	0.552195
Neurology_II	CACNA1C	10	0.488002	10	0.615739	0.55187
Oncology_II	ARG2	10	0.325641	10	0.774477	0.550059
Cardiometabolic	FADD	10	0.549502	10	0.550535	0.550018
Cardiometabolic_II	SPINK8	10	0.61954	10	0.480276	0.549908
Neurology_II	CDK5RAP3	10	0.554485	10	0.543725	0.549105
Oncology	CDC27	10	0.644867	10	0.45299	0.548928
Oncology_II	OGA	10	0.557152	10	0.539846	0.548499
Cardiometabolic_II	HMGCS1	10	0.600418	10	0.495852	0.548135
Oncology	SFTPA1	10	0.67967	10	0.415934	0.547802
Cardiometabolic	MTPN	10	0.347107	10	0.747678	0.547392
Neurology	IL6	10	0.581793	10	0.511284	0.546538
Cardiometabolic_II	CPTP	10	0.397603	10	0.694961	0.546282
Inflammation_II	TNFAIP8L2	10	0.502767	10	0.589527	0.546147
Neurology_II	NARS1	10	0.645487	10	0.446086	0.545787
Neurology	C19orf12	10	0.525362	10	0.566016	0.545689
Neurology_II	CDKL5	10	0.439847	10	0.651357	0.545602
Inflammation_II	ALPI	10	0.387249	10	0.702157	0.544703
Oncology	UBAC1	10	0.667182	10	0.421865	0.544524
Inflammation	SRPK2	10	0.575442	10	0.513459	0.54445
Neurology_II	ATXN2	10	0.590587	10	0.498072	0.54433
Oncology	VTCN1	10	0.450451	10	0.638078	0.544265
Inflammation_II	TNFSF9	10	0.582396	10	0.505925	0.544161
Neurology_II	MFAP3L	10	0.603761	10	0.484318	0.544039
Inflammation	CCN2	10	0.402412	10	0.685122	0.543767
Cardiometabolic_II	RPS10	10	0.563623	10	0.522891	0.543257
Oncology_II	GIMAP8	10	0.550305	10	0.535708	0.543007
Inflammation_II	CSNK1D	10	0.539184	10	0.545802	0.542493
Inflammation_II	FGF3	10	0.502422	10	0.579695	0.541059
Cardiometabolic_II	RNF5	10	0.487519	10	0.594511	0.541015
Neurology	ATF2	10	0.596798	10	0.485173	0.540986
Neurology	SLC16A1	10	0.448013	10	0.633324	0.540668
Oncology	ZBTB16	10	0.472499	10	0.606574	0.539536
Oncology_II	PDCL2	10	0.53752	10	0.541528	0.539524
Neurology_II	FH	10	0.538308	10	0.538518	0.538413
Inflammation_II	AKR7L	10	0.70751	10	0.368556	0.538033
Neurology_II	BRME1	10	0.67405	10	0.4008	0.537425
Inflammation	CSF3	10	0.640167	10	0.434201	0.537184
Cardiometabolic_II	GATD3	10	0.378681	10	0.695092	0.536886
Cardiometabolic	S100A11	10	0.311764	10	0.761847	0.536805
Oncology_II	KHDC3L	10	0.545256	10	0.528077	0.536667
Cardiometabolic_II	TSPAN15	10	0.634997	10	0.438151	0.536574
Cardiometabolic_II	PRKD2	10	0.415199	10	0.657635	0.536417
Inflammation_II	FUOM	10	0.936916	10	0.135831	0.536373
Cardiometabolic_II	B3GAT3	10	0.399266	10	0.673182	0.536224
Neurology	MMP13	10	0.525707	10	0.546432	0.536069
Neurology_II	STX1B	10	0.653332	10	0.418527	0.53593
Inflammation_II	NRGN	10	0.616634	10	0.455058	0.535846
Neurology	F11R	10	0.530946	10	0.54055	0.535748
Cardiometabolic_II	ARL2BP	10	0.396891	10	0.674533	0.535712
Oncology_II	RPE	10	0.519381	10	0.552022	0.535701
Cardiometabolic_II	ADRA2A	10	0.548956	10	0.521692	0.535324
