gene_symbol	n_subjects	point_mean	boot_mean	boot_sd	ci_lo_95	ci_hi_95	p_pos	p_sign_stable	contrast	n_boot
MB	23	-0.467551304347826	-0.4611633604347825	0.1997210719617011	-0.836101467391304	-0.06872941304347825	0.013	0.987	late-early	1000
CLEC4A	23	0.18992739130434771	0.18647603608695623	0.07752123108915353	0.025600793478260758	0.3308611847826085	0.986	0.986	late-early	1000
IL6	23	-0.811898260869565	-0.8008736360869566	0.37074229038127277	-1.5636458260869566	-0.10784456521739155	0.014	0.986	late-early	1000
EPHB4	23	-0.10210869565217377	-0.10105325304347804	0.051880367507840225	-0.20392808695652154	-0.008053445652173832	0.014	0.986	late-early	1000
CD163	23	0.20127217391304325	0.20192991956521716	0.08541616484979016	0.0349284130434783	0.36941134782608653	0.986	0.986	late-early	1000
SELP	23	0.5358021739130434	0.5345704321739134	0.2387332420533703	0.0702513260869563	1.0108184999999998	0.985	0.985	late-early	1000
STC1	23	-0.14338739130434797	-0.14598197739130436	0.06833810753446702	-0.2844077826086958	-0.016792478260869798	0.015	0.985	late-early	1000
VSIG2	23	0.1461769565217391	0.14599553956521735	0.06230172488547904	0.020374391304347747	0.2675854239130435	0.985	0.985	late-early	1000
CXCL1	23	-0.4667078260869566	-0.47131500130434745	0.20325924305459286	-0.8618750869565219	-0.07604572826086997	0.015	0.985	late-early	1000
ITGA11	23	-0.18870739130434783	-0.1900819939130433	0.08751455789944863	-0.36754146739130444	-0.017973239130434884	0.015	0.985	late-early	1000
