PlateID;Strain;Sample;Timepoint;Gender;Plate.ID;QC.Warning;Clmp;Matn2;Cpe;Gcg;Gdnf;Yes1;Il17a;Foxo1;Tnfrsf11b;Tgfb1;Pla2g4a;Il6;Prdx5;Tgfa;Ccl5;Epo;Axin1;Fst;Rgma;Nadk;Tnni3;Notch3;Snap29;Cntn1;Clstn2;S100a4;Ca13;Mia;Cant1;Kitlg;Gfra1;Ppp1r2;Adam23;Itgb6;Cyr61;Dlk1;Ahr;Ccl2;Eno2;Plin1;Wfikkn2;Flrt2;Qdpr;Fas;Erbb4;Riox2;Plxna4;Epcam;Ccl3;Crim1;Vsig2;Hgf;Sez6l2;Il1a;Il23r;Dll1;Ddah1;Il10;Tnfrsf12a;Acvrl1;Lgmn;Csf2;Cxcl9;Map2k6;Itgb1bp2;Il17f;Il1b;Casp3;Apbb1ip;Wisp1;Cdh6;Pdgfb;Igsf3;Tgfbr3;Cxcl1;Pak4;Cntn4;Ghrl;Lpl;Fstl3;Dctn2;Il5;Eda2r;Ntf3;Tnfsf12;Ccl20;Fli1;Tpp1;Tnr;Vegfd;Parp1;Tnf
S.036;Hgf/Cdk4;Serum;d70;Female;023Mus-2.csv;Pass;7.2718;5.88008;7.16246;4.66022;2.87281;2.61817;5.099;1.39952;6.37741;5.25791;6.04459;0.71315;4.21373;5.99398;2.72754;3.74341;2.34784;9.70697;2.60998;6.78667;2.00549;5.59567;6.05851;7.04049;3.14411;6.38475;4.40585;4.113;1.62824;-0.08983;4.52594;2.42578;1.27936;1.96851;6.4127;3.02788;4.83093;10.6095;3.55112;3.12184;5.08234;4.50685;4.37892;3.78997;3.9169;4.2187;3.83983;2.84051;4.47039;2.47458;2.78448;9.25909;5.91387;9.15465;6.43881;4.57075;0.14311;1.32588;4.27666;4.33873;5.583;0.76737;7.55722;6.09925;-1.10975;4.23069;1.68782;7.18032;3.53912;5.09242;4.02119;11.26522;5.68094;3.7382;9.07242;-0.50863;4.71317;3.96527;3.44861;6.24878;1.58354;1.04879;6.25771;5.81852;5.31312;11.02449;1.28825;6.87898;4.62056;3.68026;3.20368;-0.95915
S.037;Hgf/Cdk4;Serum;d70;Female;023Mus-2.csv;Pass;7.29635;5.46678;7.24326;5.8131;2.43731;2.74246;3.267;1.24866;5.5609;5.38809;5.85448;0.8119;4.20973;5.95797;1.80113;3.61007;2.16583;9.68671;2.59839;6.55363;0.62846;5.53186;5.64993;7.03471;3.24628;6.15491;4.20502;4.3042;1.59119;-0.16445;4.03238;2.22871;0.90982;2.05575;6.33907;3.35572;4.80573;10.47983;3.25775;3.89711;5.54999;4.61906;4.44099;3.74247;3.99991;4.12403;3.41841;3.07356;4.1435;2.80803;2.92522;9.1541;5.63661;6.38933;6.29429;4.38495;0.17645;0.9411;4.42153;4.83386;5.53318;0.68;6.84787;5.66209;-0.7711;3.602;1.5149;6.7219;3.50134;5.3526;4.21891;11.19865;5.70096;3.69326;9.3297;-0.85312;4.70408;4.14432;3.76664;6.20533;1.47141;0.60674;6.74894;1.95898;5.14348;10.97279;1.00185;6.83052;4.63104;3.66586;3.14855;-1.23096
S.032;Hgf/Cdk4;Serum;d70;Female;023Mus-2.csv;Pass;6.67577;5.27491;7.00546;3.38561;1.76112;0.27663;4.31673;1.18891;5.38433;5.02364;4.88222;0.74583;2.14089;5.02598;2.19789;3.41721;1.07454;8.80243;2.55531;5.32024;2.6263;5.3805;3.44892;7.116;2.95347;5.9553;1.58124;3.43701;1.42597;-0.15228;3.18244;1.11546;0.87845;1.8536;6.16582;3.05475;2.47968;10.55947;3.23381;0.97041;5.32474;4.13473;3.07446;2.96674;3.89936;2.61166;4.01914;2.62058;3.84316;2.77322;2.8158;8.78632;5.73345;7.44454;6.10065;4.29447;-0.38399;-0.00591999999999993;3.77469;3.61995;5.27097;0.67439;6.09183;4.89405;-0.59106;4.43382;1.50154;5.75609;1.96232;5.18228;4.13582;10.81357;5.76023;3.87245;8.6657;-0.65636;4.266;2.56113;3.61153;6.12642;0.78596;0.81162;5.74788;2.1267;5.32444;9.24172;-0.37702;6.46047;4.24949;3.59734;2.22215;-1.07508
S.133;C57Bl/6;Serum;d5 IKK-015;Female;016Mus-2;Pass;6.76537;5.22004;6.70965;1.77792;0.73429;1.63436;1.42494;1.14408;6.17079;5.4152;7.42285;1.38868;5.3369;4.77148;1.53857;2.89621;1.4361;8.36196;2.64917;5.35762;2.60049;5.6204;4.90655;6.37762;2.06112;6.43679;3.2293;4.39028;3.22412;-0.19786;3.76853;0.7515;0.99206;1.80331;5.67001;2.99327;3.26595;10.47025;2.90746;2.41383;4.7607;4.64889;4.93331;3.56167;4.58096;3.13894;4.50251;3.06356;4.25418;3.2309;2.57654;8.59838;5.20838;8.1453;5.26035;4.27616;-0.20751;1.1329;4.52923;3.89078;5.45116;0.69987;5.48834;7.18827;-0.77167;1.37732;1.16705;8.80252;3.25435;5.09045;4.44533;10.89251;4.74762;3.99885;8.71053;-0.36045;4.78194;2.71942;3.11564;5.84303;1.84505;2.60907;6.24249;1.38837;4.82456;8.2534;-1.01002;6.62242;4.46819;3.99451;2.28635;-1.3412
S.134;C57Bl/6;Serum;d5 IKK-015;Female;016Mus-2;Pass;7.22692;5.36806;7.01396;1.57771;0.97773;1.96567;1.70328;0.98139;6.3566;5.76552;7.52431;1.02724;5.52984;4.99871;1.67219;3.11265;1.65864;8.63822;2.9344;5.59743;1.5357;5.94905;5.0771;6.66989;2.53598;6.53288;3.71117;4.5684;1.84998;-0.06819;3.84219;0.57636;1.37979;1.58395;6.31222;3.71629;3.50216;10.58584;3.04284;2.90303;5.15053;5.02021;5.04672;3.68643;4.83868;3.19061;4.9823;3.59252;4.88572;3.48716;3.46481;8.87343;5.61635;9.69476;5.56493;4.6925;-0.01746;1.06572;4.83629;4.21737;5.30169;0.82711;5.46481;7.29082;-0.56205;1.27685;2.12905;9.03001;3.2591;5.51728;4.5408;11.13005;5.07792;4.29295;8.78578;-0.22072;5.30343;2.85092;3.55685;6.37867;1.84382;1.48448;6.43465;1.80227;5.27082;8.24308;-0.31485;6.65838;4.8669;4.13146;2.94211;-1.35226
S.135;C57Bl/6;Serum;d5 IKK-015;Female;016Mus-2;Pass;6.93983;5.19316;6.76009;1.23406;1.06258;1.8781;1.71643;0.93929;5.94102;5.33456;7.26457;1.41561;5.43061;4.66942;1.49845;3.06759;1.37214;8.63548;2.73053;5.1027;1.55386;5.44498;4.9937;6.27947;2.3992;6.19718;3.24635;4.58523;1.3447;-0.42077;3.98401;0.11849;1.02707;1.45302;5.47831;3.03088;3.33515;10.22706;2.77716;2.21816;4.84329;4.76881;5.10308;3.61254;4.47463;3.0883;4.72116;2.93957;4.44569;3.13185;2.68775;8.50641;5.01354;8.88731;5.01312;4.36082;-0.07247;1.0416;4.32745;4.02143;5.44001;0.62096;5.61372;7.32264;-0.5323;1.32045;1.31816;9.06889;3.24656;5.33254;4.26467;10.91377;4.63691;3.76947;8.60225;-0.49471;4.73047;2.86777;3.20067;5.98993;1.72933;0.75888;6.56472;1.8448;4.9381;7.7715;-0.57754;6.39432;4.2258;3.91476;2.29334;-1.31058
S.136;C57Bl/6;Serum;d5 IKK-015;Female;016Mus-2;Pass;6.90766;5.36208;6.52659;1.09486;0.9223;1.13566;0.66198;0.8687;6.21826;5.58637;7.34793;1.54687;4.81969;4.51975;0.73884;3.56014;1.46858;7.92376;2.79214;5.09457;3.48941;5.69505;4.54523;6.15376;2.28042;6.34185;2.7307;4.27113;1.58769;-0.62751;3.68186;0.57013;1.09301;1.59986;5.8248;3.17309;2.78831;10.90912;3.18016;2.36367;4.79381;4.38453;4.62837;3.41433;4.59343;3.39621;3.97317;3.11463;4.09288;3.3492;3.06759;8.61332;5.14374;8.83737;5.07375;4.37993;-0.19652;0.86489;4.45527;3.63833;5.5287;0.7863;4.69675;7.01808;-0.76074;0.73039;1.42879;8.61355;2.59561;5.22542;4.32813;10.93134;4.88181;3.70466;8.47522;-0.85957;4.82175;3.15824;3.08952;6.37641;1.51435;1.6217;6.06688;1.68955;4.82653;7.57024;-0.78051;6.66284;4.42755;4.03875;2.03304;-1.39331
S.137;C57Bl/6;Serum;d5 IKK-015;Female;016Mus-2;Pass;6.93747;5.46127;6.62103;0.34355;0.75047;2.11638;3.16509;1.07126;6.83374;5.5008;7.81309;3.81684;5.69946;4.80176;1.77431;3.4028;1.84277;8.3389;2.62798;6.12102;3.77588;5.5877;5.78805;6.17159;2.19927;6.57079;4.016;4.59871;1.6642;0.11062;3.97064;0.99438;1.48387;1.5258;5.82699;3.29745;3.9565;11.01545;3.33925;2.39159;4.80629;4.73959;5.2124;3.69427;5.09922;3.92264;4.05656;3.17399;4.15;3.28281;3.12848;8.60295;5.08789;8.07343;5.31247;4.65158;-0.00936;1.48034;4.91864;4.12172;5.80015;0.9806;5.27343;7.25779;0.28188;2.30261;1.60646;9.08355;4.0298;5.21222;4.19746;11.00627;4.81525;4.09449;9.63391;-0.80505;4.73977;3.09429;2.3289;5.89162;2.0839;1.90356;6.67916;1.77476;4.87879;8.18569;0.13506;6.86975;4.36509;4.03085;3.26287;-1.29356
S.138;C57Bl/6;Serum;d5 IKK-015;Female;016Mus-2;Pass;7.22955;5.71456;7.02061;1.31297;1.95962;2.40808;1.45697;1.54681;5.6844;5.67137;7.8865;1.85985;6.45082;5.84509;1.58321;2.9374;2.48943;8.47073;3.09157;7.04392;3.79658;5.4237;6.03154;6.15626;2.334;6.4569;4.71187;4.86327;1.69308;-0.37242;4.38938;2.01373;1.04749;1.76603;5.29511;3.76325;4.60334;10.88656;3.2283;3.50988;5.17572;5.08441;5.52585;4.40454;4.50532;4.59963;4.0157;3.22907;4.16717;3.43087;3.07062;8.45555;5.02511;10.318;5.12381;4.47741;0.61258;1.63988;5.21728;4.85524;5.41918;0.89728;5.61934;7.33025;-0.01336;1.04926;1.46487;9.05869;3.95459;5.88978;4.27118;11.25227;4.73969;4.06198;8.8493;-0.46468;4.53213;2.71212;3.19045;6.64646;2.21882;0.7805;7.34192;1.67196;5.03032;8.95551;0.88995;6.58192;4.42909;4.02434;3.18452;-1.34778
S.139;C57Bl/6;Serum;d0 IKK-015;Female;016Mus-2;Pass;6.75139;4.90254;6.67485;1.76315;0.275;2.00248;2.55161;1.00286;5.75698;5.03956;7.43298;1.32416;4.6927;4.60196;4.016;2.88649;1.73711;7.86762;2.57855;5.79024;3.97292;5.54723;5.01374;6.35328;1.67166;6.19896;2.7023;4.37457;3.37815;-0.18028;3.55872;1.29213;0.94491;1.80321;5.72129;2.72209;3.16849;10.39248;2.97286;3.64538;4.58496;4.45974;4.38967;3.45043;4.58421;4.02967;3.89346;2.90747;3.94269;2.77503;2.79438;8.24833;5.10855;8.2595;5.27888;4.29857;-0.28216;1.22125;4.74421;4.00879;5.21153;0.74182;5.55141;6.28263;-1.14917;2.26144;1.00622;8.11093;3.15413;5.11941;4.12503;10.95854;4.63381;3.89632;9.09189;-0.45789;4.51111;3.11422;2.78292;5.72115;1.46757;2.16454;6.22351;1.36473;4.61236;7.82442;-0.17202;6.54938;4.09403;3.63231;2.59451;-1.37622
S.140;C57Bl/6;Serum;d0 IKK-015;Female;016Mus-2;Pass;7.45215;5.39492;7.29486;2.48461;1.08868;2.91133;2.58795;1.01022;6.08427;5.79717;7.49244;1.41379;5.59684;5.76925;2.34415;3.86217;1.97374;9.01279;3.19924;5.96504;1.32001;6.0328;4.76751;6.91222;2.61311;6.53475;3.62452;4.47386;2.23307;-0.66104;4.45342;1.42292;1.55374;2.33133;6.64728;4.03161;3.84978;11.05883;3.39904;4.96834;5.84858;5.49159;5.0529;3.96126;5.19127;4.12794;5.37025;3.58622;4.46717;3.41555;3.53081;8.80404;5.74898;8.28678;5.6783;4.99832;0.27411;1.33162;4.84756;4.54883;5.63935;1.26887;6.65089;6.61133;-0.63016;1.35399;1.53519;8.55085;3.70413;5.77695;4.99501;11.41248;5.39717;4.40042;9.86638;-0.47124;5.28778;3.44885;3.57625;6.52077;1.95677;1.57068;6.8132;1.79817;5.57495;9.06546;0.19747;6.63624;4.86743;4.21132;3.61795;-0.79363
S.141;C57Bl/6;Serum;d0 IKK-015;Female;016Mus-2;Pass;6.89824;5.01714;6.66741;1.06111;0.87277;2.07186;1.72258;0.90664;5.75286;5.31703;7.59382;1.26627;4.76646;4.49258;1.64232;2.57648;1.90291;7.94707;2.75239;5.64779;4.038;5.55354;4.88305;6.58709;2.09011;6.15122;2.77487;4.20053;1.60891;-0.22887;3.86005;1.11315;1.28665;1.97947;6.03661;3.08857;3.04276;10.53622;2.99759;2.85452;4.55837;4.67985;4.70141;3.48;4.88172;3.73945;4.28294;2.92704;4.25774;2.81206;2.84259;8.47899;5.12621;8.77001;5.1015;4.30362;0.23511;1.06456;4.74065;3.77904;5.38006;0.71123;5.48101;6.40202;-1.23782;0.62325;1.50053;8.4986;3.19659;5.16799;4.10438;11.17718;4.66899;3.8847;9.76223;-0.86723;4.48405;3.27933;2.66635;5.85082;1.59418;1.39147;6.27501;1.1655;4.83355;7.50277;0.01574;6.84068;4.27781;4.04173;3.21943;-1.29329
S.142;C57Bl/6;Serum;d0 IKK-015;Female;016Mus-2;Pass;7.07641;5.24567;6.98636;1.45262;1.13841;2.31355;1.44038;0.84983;5.6318;5.49234;7.00216;1.49254;4.80128;5.18879;1.82961;2.67442;1.75413;8.53022;3.00087;6.42967;3.04989;5.81528;4.32976;6.58882;2.06052;6.38303;2.9366;4.43596;1.79068;-0.25587;3.98945;1.2147;1.00922;1.98932;5.88336;3.46421;3.41453;10.33901;3.21024;3.74092;5.4049;4.84439;4.4938;3.5371;4.60733;3.72214;4.94853;3.00902;4.01388;3.05207;2.88662;8.5678;5.28728;8.39944;5.50291;4.31851;0.21318;1.16981;4.49482;4.18348;5.40145;0.95967;5.86581;6.2991;-0.26179;1.02506;1.50233;8.06537;3.29873;5.45048;4.49307;11.24437;4.9117;3.95372;9.00381;-0.84527;4.80717;3.54091;3.14519;6.21373;1.65182;1.43374;6.56765;1.65016;5.23903;7.33747;0.19064;6.62047;4.38163;3.72745;3.17219;-1.42737
S.143;C57Bl/6;Serum;d0 IKK-015;Female;016Mus-2;Pass;7.19078;5.14842;7.01283;2.52078;0.88339;2.22185;2.31438;0.96069;6.20123;5.52437;6.98573;2.26286;5.08547;5.1111;2.32794;3.64711;1.57927;8.70093;2.97901;5.61238;4.42506;5.97311;3.82234;6.7635;2.12176;6.38235;2.66219;4.71746;2.01057;-0.16135;4.31582;1.279;1.37096;1.89963;6.33302;3.53839;3.02189;11.095;3.27248;4.09071;5.45893;4.91479;4.23374;3.78134;5.35405;3.5331;4.87527;3.26035;4.23413;3.31808;3.44178;8.71247;5.45492;7.90619;5.60581;4.75443;0.04504;1.27464;4.42413;4.20219;5.44715;1.03123;6.16885;5.95013;-0.12469;1.53764;1.14487;7.83265;3.51271;5.56068;4.59108;11.21033;5.05301;3.87204;9.6927;-1.39491;5.02065;4.05554;2.41656;5.92457;1.65896;0.80576;6.74889;1.54612;5.36927;8.09598;-0.13672;6.71632;4.47379;3.97174;3.20202;-1.27164
